#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.75  0.05  0.39865 -1.642 3.575  4.926  9.40  0.187 0.00 18.275 23.191 20.596 19.226 18.391 17.882  0.399 
 1   7.11  0.07  0.08421 -2.082 3.477  4.298  9.30  0.222 0.80 18.735 26.168 22.704 21.036 19.416 18.458  0.084 
 1   7.15 -0.27  0.19901 -1.931 3.535  4.690 10.20  0.182 0.87 19.315 25.047 21.985 20.451 19.515 18.953  0.172 
 1   7.29  0.07  0.22470 -2.153 3.542  5.057  6.10  0.078 0.00 16.253 21.746 18.846 17.405 16.412 15.826  0.225 
 1   7.31 -0.01  0.67896 -0.931 3.643  4.720  8.70  0.150 0.00 15.797 19.584 17.226 16.104 15.721 15.492  0.679 
 1   7.47 -0.17  0.35667 -1.726 3.580  4.981  9.20  0.211 0.77 17.772 22.724 20.049 18.625 17.870 17.403  0.357 
 1   7.51  0.03  0.03886 -2.876 3.406  4.472  6.70  0.105 0.82 18.062 27.428 23.563 21.860 19.539 18.027  0.039 
 1   7.55  0.29  0.46963 -1.480 3.583  4.868  9.20  0.180 0.89 17.063 21.928 19.397 18.083 17.204 16.680  0.470 
 1   7.57  0.19  0.34100 -1.811 3.560  4.965 10.20  0.196 0.00 19.496 24.784 22.014 20.598 19.676 19.121  0.341 
 1   7.63  0.13  0.10098 -2.190 3.479  4.494  9.40  0.192 0.00 19.645 26.813 23.434 21.793 20.249 19.339  0.101 
 1   7.63  0.29  0.08818 -2.284 3.468  4.484  6.50  0.089 0.00 16.981 24.358 20.881 19.247 17.604 16.646  0.088 
 1   7.65  0.13  0.29035 -1.946 3.552  5.002  9.50  0.194 0.81 18.584 24.124 21.234 19.773 18.799 18.213  0.290 
 1   7.67 -0.17  0.12238 -2.091 3.502  4.570  7.70  0.134 0.00 17.697 24.268 20.971 19.365 18.084 17.335  0.122 
 1   7.67  0.39  0.67359 -0.979 3.633  4.725  8.50  0.131 0.00 15.718 19.809 17.300 16.114 15.660 15.384  0.674 
 1   7.71 -0.21  0.53917 -1.243 3.617  4.826 10.50  0.183 0.76 17.962 22.235 19.778 18.492 17.958 17.624  0.539 
 1   7.71  0.09  1.92032  1.142 3.937  4.272  8.50  0.172 0.00 10.416 11.707 10.561 10.646 10.788 10.913  1.920 
 1   7.75 -0.09  1.24859  0.350 3.813  4.383  7.90  0.156 0.00 11.795 13.242 12.151 11.831 11.771 11.782  1.249 
 1   7.75 -0.07  0.11680 -2.192 3.494  4.621  9.10  0.157 0.71 18.847 25.783 22.434 20.810 19.364 18.514  0.117 
 1   7.77 -0.35  0.08216 -2.431 3.486  4.673  8.60  0.175 0.00 19.447 26.791 23.087 21.368 19.937 19.129  0.082 
 1   7.77 -0.15  0.13914 -2.093 3.507  4.648  9.40  0.170 0.00 19.401 25.885 22.635 21.038 19.788 19.051  0.139 
 1   7.79 -0.19  0.31835 -1.822 3.575  5.007 10.10  0.196 0.86 18.816 23.820 21.112 19.677 18.910 18.437  0.318 
 1   7.81  0.05  0.35763 -1.755 3.568  4.966 10.40  0.212 0.83 18.987 24.184 21.453 20.035 19.153 18.615  0.358 
 1   7.87  0.23  0.28505 -1.969 3.548  5.001 10.00  0.167 0.00 19.694 25.196 22.307 20.855 19.889 19.310  0.285 
 1   7.89  0.43  0.13607 -2.257 3.489  4.732  9.30  0.171 0.00 19.712 26.550 23.279 21.674 20.232 19.380  0.136 
 1   7.93 -0.03  0.29758 -1.904 3.562  5.008  9.30  0.207 0.00 18.829 24.077 21.299 19.864 18.990 18.457  0.298 
 1   7.99 -0.11  0.25353 -2.021 3.558  5.043 10.00  0.201 0.00 19.823 25.171 22.317 20.854 19.982 19.453  0.254 
 1   7.99 -0.01  0.34883 -1.774 3.569  4.979 10.10  0.158 0.00 19.306 24.290 21.625 20.233 19.407 18.903  0.349 
 1   7.99  0.09  0.15105 -2.314 3.502  4.885  9.70  0.160 0.99 19.513 25.996 22.842 21.274 19.946 19.158  0.151 
 1   8.01  0.07  0.08822 -2.715 3.464  4.900  7.50  0.139 0.00 19.057 26.637 23.095 21.435 19.744 18.754  0.088 
 1   8.01  0.15  0.34797 -1.788 3.563  4.964  8.50  0.156 0.94 17.062 22.260 19.515 18.113 17.208 16.666  0.348 
 1   8.01  0.29  0.56572 -1.246 3.605  4.801 10.00  0.155 0.00 17.884 22.313 19.820 18.557 17.924 17.533  0.566 
 1   8.03  0.21  0.12284 -2.491 3.482  4.894  8.50  0.142 0.76 18.961 26.163 22.768 21.138 19.567 18.641  0.123 
 1   8.05  0.19  0.24930 -2.078 3.541  5.023 10.10  0.216 0.87 19.452 25.230 22.267 20.774 19.725 19.095  0.249 
 1   8.07  0.15  0.20417 -2.238 3.534  5.066  9.80  0.193 0.74 19.529 25.640 22.593 21.065 19.886 19.175  0.204 
 1   8.09  0.11  0.29028 -1.943 3.553  5.003 10.00  0.170 0.00 19.628 25.018 22.176 20.739 19.804 19.243  0.290 
 1   8.11  0.03  0.18021 -2.279 3.525  5.017  8.90  0.219 0.75 18.783 25.061 21.978 20.430 19.191 18.445  0.180 
 1   8.13 -0.19  0.34831 -1.746 3.579  4.989  8.20  0.155 0.94 16.648 21.432 18.809 17.410 16.692 16.250  0.348 
 1   8.13 -0.01  0.16164 -2.314 3.513  4.960  9.70  0.182 0.92 19.536 25.872 22.758 21.204 19.938 19.184  0.162 
 1   8.13  0.31  0.11605 -2.541 3.478  4.903  7.50  0.117 0.86 17.993 25.205 21.798 20.170 18.588 17.661  0.116 
 1   8.13  0.33  0.20880 -2.226 3.532  5.059  9.10  0.190 0.77 18.800 24.885 21.844 20.319 19.147 18.442  0.209 
