#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   7.13 -0.23  0.27108 -1.949 3.569  5.040  8.20  0.093 0.00 17.841 22.768 20.044 18.626 17.871 17.416  0.271 
 1   7.27  0.09  0.32623 -1.842 3.561  4.984  9.20  0.115 0.00 18.576 23.696 20.965 19.572 18.688 18.159  0.326 
 1   7.29  0.27  0.90036 -0.419 3.704  4.574  8.20  0.106 0.80 13.681 16.656 14.623 13.762 13.505 13.367  0.900 
 1   7.41  0.21  0.05637 -2.528 3.447  4.453  8.70  0.109 0.00 19.790 27.834 24.145 22.468 20.606 19.513  0.056 
 1   7.51 -0.01  0.26987 -1.990 3.556  5.027  7.70  0.079 0.00 17.444 22.644 19.848 18.440 17.545 17.013  0.270 
 1   7.53  0.09  0.19442 -2.205 3.532  5.004  8.20  0.097 0.00 18.483 24.190 21.250 19.786 18.708 18.069  0.194 
 1   7.53  0.19  0.15375 -1.909 3.497  4.467  6.10  0.066 0.00 15.642 22.098 18.939 17.390 16.039 15.247  0.154 
 1   7.61  0.43  1.20886  0.214 3.783  4.384 13.20  0.114 0.00 17.434 19.201 17.832 17.365 17.273 17.269  1.209 
 1   7.63  0.13  0.14201 -1.978 3.495  4.492  9.80  0.114 0.00 19.515 26.113 22.913 21.342 19.961 19.147  0.142 
 1   7.67  0.19  0.04599 -2.936 3.414  4.638  6.50  0.077 0.88 17.975 27.166 23.211 21.516 19.266 17.856  0.046 
 1   7.69 -0.17  0.90036 -0.326 3.731  4.587  8.60  0.101 0.77 13.893 16.233 14.623 13.934 13.725 13.624  0.900 
 1   7.73  0.11  0.14845 -2.021 3.498  4.569  7.50  0.091 0.73 16.795 23.403 20.201 18.634 17.240 16.420  0.148 
 1   7.73  0.13  0.09320 -2.327 3.473  4.572  8.10  0.091 0.00 18.688 25.893 22.482 20.858 19.271 18.344  0.093 
 1   7.81  0.31  1.68556  0.884 3.877  4.236 12.70  0.115 0.00 15.259 16.516 15.375 15.277 15.338 15.433  1.686 
 1   7.83 -0.17  0.16233 -2.124 3.521  4.804  7.90  0.104 0.00 17.981 24.006 20.886 19.349 18.239 17.585  0.162 
 1   7.89  0.11  0.45411 -1.509 3.583  4.882  8.00  0.110 0.00 16.543 21.204 18.685 17.370 16.594 16.126  0.454 
 1   7.91 -0.19  0.13703 -2.260 3.507  4.809  9.60  0.122 0.00 20.019 26.456 23.190 21.597 20.366 19.647  0.137 
 1   7.97  0.01  0.72368 -0.818 3.656  4.684  8.40  0.097 0.00 15.215 18.714 16.449 15.414 15.081 14.890  0.724 
 1   8.01 -0.01  1.20887  0.270 3.798  4.388 11.30  0.118 0.81 15.088 16.704 15.497 15.076 14.978 14.962  1.209 
 1   8.03 -0.01  1.71480  0.964 3.907  4.281  8.70  0.109 0.00 11.060 12.271 11.147 11.160 11.268 11.384  1.715 
 1   8.07 -0.07  0.22419 -2.135 3.549  5.068 10.60  0.121 0.98 19.971 25.424 22.503 21.046 20.118 19.567  0.224 
 1   8.07 -0.03  0.74771 -0.748 3.667  4.676 10.00  0.133 0.00 16.640 19.963 17.791 16.820 16.512 16.337  0.748 
 1   8.09 -0.07  0.47766 -1.430 3.595  4.875  9.80  0.119 0.76 17.703 22.221 19.705 18.371 17.710 17.300  0.478 
 1   8.15  0.31  0.23539 -2.129 3.538  5.036  9.10  0.106 0.00 19.193 24.805 21.880 20.422 19.392 18.781  0.235 
 1   8.17 -0.05  1.19978  0.263 3.799  4.396  8.50  0.116 0.86 12.202 13.778 12.597 12.189 12.095 12.083  1.200 
 1   8.17  0.11  3.06517  2.009 4.054  4.077  8.40  0.093 0.00  8.149  9.292  8.576  8.862  9.105  9.291  3.065 
 1   8.17  0.27  0.36703 -1.740 3.564  4.945  8.20  0.118 0.00 17.321 22.388 19.715 18.353 17.444 16.905  0.367 
 1   8.17  0.43  0.27908 -1.987 3.547  5.005  7.70  0.092 0.00 17.439 22.847 19.979 18.549 17.588 17.018  0.279 
 1   8.21 -0.17  0.26923 -1.964 3.565  5.037  7.80  0.102 0.00 17.480 22.515 19.756 18.335 17.538 17.059  0.269 
 1   8.23  0.33  0.68316 -0.954 3.636  4.715 10.20  0.124 0.00 17.355 21.374 18.890 17.719 17.284 17.021  0.683 
 1   8.25 -0.01  0.67303 -0.945 3.642  4.723  8.00  0.095 0.00 15.132 18.860 16.513 15.401 15.022 14.799  0.673 
 1   8.25  0.11  0.21410 -2.197 3.538  5.062  9.90  0.111 0.00 20.161 25.793 22.857 21.394 20.363 19.752  0.214 
 1   8.25  0.33  0.72372 -0.851 3.647  4.683  7.30  0.094 0.00 14.197 17.997 15.561 14.447 14.073 13.854  0.724 
 1   8.27  0.21  0.24561 -2.092 3.540  5.026  8.50  0.091 0.83 17.918 23.533 20.607 19.151 18.113 17.500  0.246 
 1   8.29 -0.21  0.20483 -2.184 3.553  5.092  8.90  0.101 0.00 19.131 24.505 21.561 20.088 19.230 18.721  0.205 
 1   8.29  0.19  0.34437 -1.801 3.560  4.963  8.90  0.112 0.00 18.172 23.312 20.582 19.196 18.292 17.755  0.344 
 1   8.31  0.07  0.22898 -2.137 3.543  5.053  9.30  0.120 0.00 19.412 24.952 22.042 20.589 19.596 19.006  0.229 
 1   8.31  0.09  0.19200 -2.265 3.530  5.052  9.50  0.114 0.00 19.932 25.715 22.743 21.263 20.173 19.526  0.192 
 1   8.33 -0.25  0.25132 -2.004 3.566  5.052 10.30  0.114 0.00 20.079 25.111 22.337 20.899 20.131 19.666  0.251 
 1   8.33  0.37  0.40382 -1.642 3.570  4.914  8.60  0.111 0.00 17.475 22.395 19.835 18.526 17.598 17.055  0.404 
 1   8.35  0.03  0.88341 -0.415 3.710  4.587  6.80  0.081 0.00 12.608 15.125 13.336 12.609 12.404 12.308  0.883 
 1   8.35  0.11  0.10947 -2.613 3.476  4.942  7.60  0.075 0.00 18.903 25.961 22.600 20.991 19.445 18.544  0.109 
 1   8.37 -0.25  0.30323 -1.850 3.576  5.018  8.00  0.113 0.99 16.657 21.431 18.788 17.383 16.671 16.237  0.303 
 1   8.39  0.05  0.30546 -1.892 3.559  4.997  8.90  0.096 0.00 18.400 23.534 20.783 19.388 18.503 17.975  0.305 
 1   8.39  0.15  0.19775 -2.258 3.531  5.063  7.20  0.088 0.00 17.615 23.337 20.377 18.907 17.831 17.196  0.198 
 1   8.39  0.55  0.09532 -2.743 3.459  4.944  7.10  0.083 0.00 18.727 26.380 22.797 21.146 19.414 18.406  0.095 
 1   8.41  0.13  0.12723 -2.519 3.485  4.949  8.80  0.123 0.87 19.237 26.233 22.903 21.291 19.782 18.895  0.127 
 1   8.41  0.25  0.26823 -2.020 3.545  5.011  7.00  0.077 0.00 16.820 22.249 19.375 17.945 16.969 16.393  0.268 
 1   8.41  0.37  0.58309 -1.204 3.609  4.791  8.30  0.118 0.97 15.374 19.741 17.255 16.018 15.391 15.008  0.583 
 1   8.43  0.07  0.76415 -0.718 3.666  4.650  7.80  0.093 0.74 14.077 17.564 15.323 14.300 13.947 13.739  0.764 
 1   8.45 -0.19  0.19441 -2.224 3.546  5.082  8.60  0.103 0.00 18.930 24.460 21.460 19.973 19.062 18.523  0.194 
 1   8.45  0.11  0.24412 -2.086 3.544  5.034  7.60  0.089 0.00 17.584 23.047 20.160 18.722 17.742 17.163  0.244 
 1   8.47  0.53  0.28078 -1.982 3.547  5.003 10.10  0.097 0.00 19.825 25.234 22.366 20.935 19.976 19.407  0.281 
 1   8.49  0.07  0.21868 -2.175 3.541  5.061  8.50  0.116 0.99 17.969 23.558 20.634 19.175 18.162 17.562  0.219 
 1   8.49  0.35  0.77215 -0.725 3.662  4.644  8.50  0.101 0.00 15.083 18.653 16.297 15.256 14.931 14.747  0.772 
 1   8.51  0.27  0.24098 -2.108 3.539  5.030  8.90  0.114 0.00 18.941 24.541 21.621 20.164 19.140 18.533  0.241 
 1   8.51  0.31  0.42088 -1.599 3.574  4.901 10.30  0.119 0.72 18.638 23.635 21.027 19.689 18.766 18.222  0.421 
