#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.85  0.03  0.04963 -2.390 3.448  4.263  8.80  0.095 0.00 19.544 27.542 23.860 22.187 20.338 19.256  0.050 
 1   6.85  0.53  0.02106 -2.827 3.379  4.049  6.10  0.061 0.00 17.938 27.271 23.691 22.014 19.617 17.974  0.021 
 1   7.37  0.05  0.13025 -1.897 3.495  4.374  7.90  0.085 0.00 17.411 23.957 20.771 19.210 17.836 17.029  0.130 
 1   7.39  0.07  0.15170 -1.825 3.501  4.394  9.30  0.105 0.80 18.022 24.537 21.365 19.804 18.447 17.647  0.152 
 1   7.41  0.01  0.13108 -1.906 3.497  4.396  9.40  0.109 0.00 18.936 25.455 22.281 20.718 19.362 18.562  0.131 
 1   7.59  0.41  0.09535 -2.204 3.473  4.458  7.90  0.093 0.00 18.179 25.383 21.972 20.348 18.762 17.836  0.095 
 1   7.67  0.07  1.75962  0.991 3.908  4.271  7.70  0.103 0.00  9.992 11.193 10.064 10.083 10.195 10.315  1.760 
 1   7.67  0.33  1.82736  1.035 3.907  4.239  9.00  0.091 0.00 11.184 12.370 11.222 11.236 11.353 11.478  1.827 
 1   7.71  0.01  0.12305 -2.129 3.493  4.576  5.80  0.064 0.00 15.892 22.451 19.257 17.698 16.313 15.502  0.123 
 1   7.79 -0.37  0.15170 -2.050 3.523  4.707 10.10  0.115 0.00 19.996 26.117 22.861 21.269 20.227 19.614  0.152 
 1   7.83  0.09  0.21579 -2.188 3.539  5.063  8.10  0.089 0.00 18.341 23.911 20.990 19.537 18.521 17.920  0.216 
 1   7.83  0.31  0.28511 -1.969 3.548  5.001  9.40  0.117 0.00 19.093 24.517 21.647 20.211 19.254 18.685  0.285 
 1   7.85  0.03  0.06719 -2.779 3.445  4.770  8.10  0.084 0.88 19.178 27.441 23.682 22.006 20.066 18.918  0.067 
 1   7.89 -0.09  0.20613 -2.179 3.515  4.827  6.80  0.078 0.77 16.291 22.020 19.022 17.538 16.495 15.876  0.159 
 1   7.89 -0.01  0.21611 -2.175 3.544  5.071  8.20  0.083 0.94 17.714 23.210 20.301 18.855 17.871 17.290  0.216 
 1   7.99 -0.03  0.09166 -2.662 3.472  4.898  5.90  0.065 0.73 16.835 24.356 20.833 19.194 17.508 16.512  0.092 
 1   7.99  0.29  0.14028 -2.374 3.492  4.872  8.70  0.100 0.85 18.787 25.570 22.308 20.722 19.275 18.424  0.140 
 1   8.01  0.01  0.04700 -3.259 3.380  4.834  5.60  0.054 0.00 18.517 29.625 24.561 22.654 20.171 18.554  0.047 
 1   8.03  0.01  0.49484 -1.403 3.595  4.861  9.10  0.090 0.00 17.378 21.769 19.288 17.986 17.358 16.972  0.495 
 1   8.03  0.09  0.08744 -2.726 3.462  4.900  9.20  0.100 0.89 20.136 27.875 24.267 22.606 20.852 19.828  0.087 
 1   8.07 -0.11  1.82729  1.113 3.944  4.308  8.10  0.082 0.00 10.088 11.239 10.142 10.277 10.442 10.587  1.827 
 1   8.11 -0.03  0.31882 -1.848 3.565  4.997  8.70  0.112 0.00 18.090 23.098 20.397 19.005 18.171 17.669  0.319 
 1   8.11  0.07  1.19399  0.227 3.789  4.392  8.20  0.084 0.93 11.831 13.425 12.198 11.774 11.682 11.675  1.194 
 1   8.17  0.09  0.39229 -1.662 3.572  4.929  8.40  0.089 0.00 17.326 22.148 19.567 18.227 17.389 16.887  0.392 
 1   8.17  0.19  0.15170 -2.346 3.498  4.903  8.20  0.097 0.81 18.269 24.908 21.697 20.125 18.723 17.897  0.152 
 1   8.19  0.11  0.54109 -1.296 3.601  4.819  8.20  0.086 0.00 16.209 20.509 18.046 16.776 16.182 15.817  0.541 
 1   8.19  0.13  0.13108 -2.459 3.489  4.916  6.70  0.067 0.98 16.878 23.580 20.338 18.765 17.334 16.497  0.131 
 1   8.23  0.13  0.24274 -2.094 3.543  5.034  8.70  0.113 0.00 18.704 24.230 21.328 19.879 18.885 18.295  0.243 
 1   8.23  0.41  0.12585 -2.498 3.483  4.914  8.20  0.091 0.00 19.215 26.111 22.807 21.211 19.724 18.854  0.126 
 1   8.25 -0.19  0.10526 -2.606 3.488  4.963  7.70  0.084 0.00 18.986 25.951 22.483 20.846 19.429 18.619  0.105 
 1   8.27 -0.31  0.24302 -2.024 3.568  5.064  7.20  0.073 0.00 17.030 21.961 19.204 17.774 17.039 16.598  0.243 
 1   8.31 -0.03  3.10126  2.097 4.054  3.995  9.60  0.103 0.00  9.128 10.297  9.579  9.862 10.102 10.282  3.101 
 1   8.31  0.11  0.24934 -2.067 3.545  5.029 10.20  0.110 0.00 20.137 25.609 22.721 21.279 20.304 19.726  0.249 
 1   8.31  0.17  0.18874 -2.280 3.524  5.036  8.10  0.110 0.86 17.886 23.946 20.909 19.399 18.201 17.490  0.189 
 1   8.31  0.19  0.06625 -3.144 3.410  4.989  6.70  0.081 0.00 19.331 29.158 24.635 22.853 20.571 19.194  0.066 
 1   8.31  0.23  0.29179 -1.949 3.550  4.996  8.80  0.102 0.00 18.441 23.814 20.956 19.529 18.585 18.025  0.292 
 1   8.33  0.19  0.16987 -2.324 3.510  4.979  9.00  0.095 0.00 19.581 25.756 22.686 21.166 19.920 19.184  0.170 
 1   8.37 -0.07  0.08747 -2.805 3.461  4.975  7.50  0.087 0.00 19.282 27.006 23.337 21.666 19.946 18.960  0.087 
