#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.67 -0.13  1.23104  0.323 3.813  4.402  9.10  0.368 0.00 13.063 14.835 13.678 13.286 13.185 13.155  1.231 
 1   6.67 -0.09  0.24958 -2.037 3.556  5.044  7.00  0.293 0.00 16.862 22.400 19.497 18.002 17.095 16.539  0.250 
 1   6.67  0.15  0.14989 -1.678 3.495  4.217  7.50  0.300 0.00 16.464 23.343 20.080 18.448 17.035 16.188  0.150 
 1   6.95 -0.09  0.35826 -1.735 3.575  4.975 10.10  0.435 0.00 19.208 24.486 21.767 20.285 19.465 18.940  0.358 
 1   7.15  0.07  0.48577 -1.430 3.591  4.864 10.10  0.448 0.00 18.446 23.486 20.866 19.446 18.694 18.209  0.486 
 1   7.27 -0.15  0.53703 -1.262 3.613  4.828  8.70  0.385 0.00 16.625 21.168 18.644 17.302 16.753 16.397  0.537 
 1   7.31  0.47  0.24958 -2.078 3.541  5.022  8.00  0.355 0.00 17.964 23.908 20.911 19.378 18.321 17.675  0.250 
 1   7.55  0.25  0.81557 -0.623 3.675  4.619  8.20  0.301 0.82 14.140 17.907 15.565 14.493 14.130 13.906  0.816 
 1   7.69 -0.07  0.07462 -2.542 3.462  4.647  7.00  0.302 0.00 18.125 26.147 22.415 20.675 18.927 17.906  0.075 
 1   7.77 -0.07  1.25656  0.360 3.813  4.375  9.80  0.488 0.93 13.092 15.109 13.871 13.409 13.275 13.214  1.257 
 1   7.79  0.33  0.07304 -2.659 3.454  4.724  6.90  0.282 0.00 18.317 26.462 22.739 21.010 19.184 18.105  0.073 
 1   7.85  0.03  0.25166 -2.049 3.550  5.034  9.10  0.376 0.76 18.432 24.357 21.367 19.833 18.793 18.153  0.252 
 1   7.87  0.13  0.72822 -0.828 3.652  4.681  8.60  0.412 0.00 15.441 19.567 17.111 15.934 15.527 15.265  0.728 
 1   7.87  0.43  0.18109 -2.220 3.517  4.931  9.10  0.377 0.71 18.735 25.491 22.287 20.661 19.312 18.488  0.181 
 1   7.89  0.07  0.24609 -2.074 3.547  5.036  7.40  0.329 0.77 16.780 22.692 19.704 18.178 17.123 16.478  0.246 
 1   7.89  0.27  0.72188 -0.857 3.647  4.686 10.50  0.448 0.00 17.412 21.746 19.201 17.972 17.532 17.246  0.722 
 1   7.91  0.11  0.47241 -1.465 3.587  4.870  9.70  0.344 0.86 17.563 22.609 19.999 18.602 17.776 17.260  0.472 
 1   7.91  0.11  2.18545  1.371 3.974  4.249 11.70  0.427 0.00 13.043 14.707 13.555 13.641 13.776 13.870  2.185 
 1   7.95  0.19  0.12762 -2.384 3.486  4.816  6.10  0.202 0.00 16.830 23.827 20.507 18.881 17.397 16.519  0.128 
 1   7.97  0.29  0.52774 -1.338 3.595  4.826  7.60  0.306 0.00 15.714 20.505 17.961 16.634 15.888 15.422  0.528 
 1   8.01  0.11  0.14017 -2.388 3.495  4.900  7.10  0.284 0.00 17.840 24.683 21.429 19.803 18.397 17.555  0.140 
 1   8.05 -0.23  0.90677 -0.290 3.738  4.583 13.10  0.414 0.00 18.594 21.112 19.554 18.863 18.638 18.511  0.907 
 1   8.05  0.19  1.03821 -0.109 3.746  4.492  8.60  0.424 0.00 13.643 16.239 14.583 13.881 13.671 13.558  1.038 
 1   8.09  0.05  0.42391 -1.578 3.579  4.907  8.40  0.369 0.00 17.116 22.235 19.597 18.176 17.342 16.818  0.424 
 1   8.11  0.43  0.46156 -1.499 3.581  4.872  7.50  0.287 0.00 16.016 21.024 18.494 17.178 16.248 15.693  0.462 
 1   8.13  0.21  0.83642 -0.570 3.683  4.607  8.40  0.364 0.00 14.595 18.133 15.903 14.910 14.594 14.402  0.836 
 1   8.15 -0.05  0.16762 -2.299 3.519  4.985  7.90  0.340 0.76 17.858 24.442 21.251 19.639 18.361 17.585  0.168 
 1   8.15  0.09  1.29953  0.405 3.810  4.330  8.20  0.387 0.87 11.526 13.482 12.202 11.736 11.612 11.565  1.300 
 1   8.15  0.17  0.28203 -1.975 3.549  5.005  8.00  0.343 0.00 17.708 23.474 20.524 19.014 18.020 17.411  0.282 
 1   8.17 -0.15  0.53067 -1.278 3.612  4.833  6.80  0.220 0.74 14.366 18.792 16.296 14.978 14.402 14.038  0.531 
 1   8.17 -0.09  0.60487 -1.102 3.627  4.774  9.80  0.406 0.00 17.325 21.752 19.236 17.942 17.452 17.132  0.605 
 1   8.19 -0.01  0.31069 -1.872 3.563  5.000  9.20  0.434 0.00 18.651 24.222 21.383 19.880 18.965 18.389  0.311 
 1   8.23 -0.07  0.60053 -1.118 3.624  4.778  8.50  0.422 0.00 16.066 20.561 18.025 16.712 16.208 15.878  0.601 
 1   8.25 -0.27  0.09242 -2.708 3.479  4.975  7.20  0.282 0.00 18.740 26.386 22.646 20.895 19.359 18.482  0.092 
 1   8.27  0.41  0.44402 -1.541 3.578  4.884  8.40  0.356 0.74 16.584 21.879 19.237 17.850 16.877 16.290  0.444 
 1   8.31 -0.03  0.39231 -1.649 3.577  4.936 10.30  0.397 0.96 18.493 23.703 21.019 19.565 18.733 18.204  0.392 
 1   8.31  0.01  0.78713 -0.649 3.677  4.635  9.80  0.480 0.70 15.953 19.815 17.543 16.461 16.069 15.811  0.787 
 1   8.33 -0.25  0.28960 -1.889 3.573  5.027  7.40  0.350 0.00 16.893 22.095 19.338 17.846 17.077 16.590  0.290 
 1   8.33  0.27  0.13947 -2.433 3.490  4.921  8.00  0.407 0.00 18.852 26.040 22.690 21.008 19.529 18.635  0.139 
 1   8.35 -0.11  0.32148 -1.827 3.570  5.000  9.70  0.464 0.00 19.039 24.481 21.686 20.174 19.330 18.790  0.321 
 1   8.35  0.09  0.32525 -1.844 3.561  4.984 10.10  0.431 0.92 18.806 24.474 21.602 20.096 19.141 18.546  0.325 
 1   8.35  0.11  1.38715  0.539 3.824  4.284 10.00  0.428 0.00 13.422 15.283 14.058 13.678 13.588 13.564  1.387 
 1   8.35  0.19  0.46432 -1.491 3.582  4.871  9.20  0.394 0.00 17.698 22.830 20.220 18.825 17.960 17.422  0.464 
 1   8.35  0.29  1.09928  0.023 3.762  4.448  4.80  0.130 0.00  9.513 11.490 10.025  9.477  9.348  9.312  1.099 
 1   8.37  0.15  0.43188 -1.567 3.577  4.896  9.00  0.473 0.95 17.002 22.371 19.694 18.249 17.330 16.754  0.432 
 1   8.39 -0.23  0.66267 -0.908 3.653  4.723 11.00  0.503 0.89 17.498 21.711 19.311 18.103 17.660 17.367  0.663 
 1   8.39  0.11  0.29770 -1.920 3.555  4.997  8.10  0.293 0.91 17.014 22.617 19.722 18.240 17.277 16.690  0.298 
 1   8.41 -0.09  0.80741 -0.573 3.694  4.639 10.00  0.467 0.00 16.202 19.554 17.512 16.586 16.275 16.079  0.807 
