#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.61  0.09  1.29745  0.394 3.809  4.339 11.30  0.504 0.00 15.085 17.143 15.863 15.400 15.272 15.216  1.297 
 1   6.61  0.21  0.51406 -1.372 3.592  4.836 10.90  0.365 0.00 19.100 24.015 21.441 20.077 19.311 18.829  0.514 
 1   6.61  0.31  0.30353 -1.914 3.552  4.988  9.80  0.423 0.00 19.356 25.180 22.232 20.708 19.713 19.097  0.304 
 1   6.81 -0.11  0.37376 -1.688 3.579  4.960 11.20  0.459 0.87 19.592 24.913 22.173 20.679 19.864 19.341  0.374 
 1   7.01 -0.07  0.07464 -2.163 3.473  4.311  9.40  0.331 0.94 18.891 26.659 23.035 21.305 19.646 18.670  0.075 
 1   7.07  0.39  0.20706 -2.232 3.532  5.060  9.00  0.304 0.00 19.351 25.395 22.361 20.822 19.711 19.038  0.207 
 1   7.11  0.07  0.69176 -0.912 3.643  4.710 12.50  0.448 0.00 19.551 23.841 21.349 20.122 19.679 19.390  0.692 
 1   7.13 -0.15  0.22180 -2.131 3.554  5.075  8.90  0.354 0.93 18.314 24.094 21.074 19.528 18.598 18.027  0.222 
 1   7.13 -0.09  0.51404 -1.336 3.604  4.848 11.80  0.443 0.00 19.910 24.670 22.099 20.702 20.095 19.695  0.514 
 1   7.13  0.17  0.36703 -1.739 3.565  4.948  8.90  0.313 0.00 18.017 23.362 20.619 19.185 18.261 17.695  0.367 
 1   7.15  0.19  0.83772 -0.568 3.683  4.608  9.50  0.458 0.00 15.691 19.356 17.105 16.087 15.755 15.546  0.838 
 1   7.17 -0.27  0.31251 -1.823 3.578  5.015  8.50  0.300 0.98 17.091 22.100 19.408 17.947 17.223 16.766  0.313 
 1   7.17  0.09  0.82916 -0.567 3.686  4.615 10.50  0.461 0.00 16.687 20.246 18.068 17.080 16.755 16.550  0.829 
 1   7.27 -0.27  0.03704 -2.711 3.414  4.322  7.30  0.237 0.77 18.257 27.205 23.636 21.935 19.704 18.245  0.037 
 1   7.27 -0.05  3.42864  2.137 4.127  4.290 10.70  0.383 0.00 10.127 11.854 11.293 11.515 11.722 11.888  3.429 
 1   7.27  0.15  0.14933 -1.776 3.495  4.316  9.70  0.409 0.00 18.911 25.951 22.651 20.983 19.554 18.688  0.149 
 1   7.29  0.21  0.33380 -1.831 3.558  4.970  7.90  0.266 0.00 17.247 22.685 19.870 18.423 17.480 16.908  0.334 
 1   7.31  0.01  0.64032 -1.035 3.631  4.750 11.90  0.383 0.00 19.258 23.615 21.104 19.837 19.364 19.058  0.640 
 1   7.37 -0.23  0.17828 -2.020 3.537  4.802  9.50  0.320 0.00 19.320 25.381 22.243 20.657 19.643 19.026  0.178 
 1   7.37  0.05  0.48282 -1.436 3.591  4.867  8.90  0.374 0.00 17.260 22.178 19.583 18.185 17.453 16.986  0.483 
 1   7.37  0.19  0.85081 -0.537 3.688  4.601  9.50  0.331 0.00 15.611 18.996 16.833 15.882 15.584 15.407  0.851 
 1   7.39  0.27  0.09826 -2.076 3.476  4.358 10.00  0.383 0.97 19.235 26.808 23.324 21.609 19.995 19.029  0.098 
 1   7.41  0.11  0.06547 -2.433 3.458  4.463  7.30  0.177 0.00 18.153 26.021 22.378 20.691 18.921 17.882  0.065 
 1   7.41  0.29  0.13374 -1.903 3.488  4.366  8.80  0.283 0.00 18.328 25.374 22.052 20.406 18.933 18.054  0.134 
 1   7.45  0.31  0.15904 -1.917 3.500  4.503  7.90  0.227 0.00 17.462 24.076 20.890 19.297 17.947 17.142  0.159 
 1   7.47  0.03  0.25542 -2.038 3.551  5.032  7.50  0.244 0.00 17.365 22.940 20.034 18.559 17.599 17.018  0.255 
 1   7.47  0.39  0.53152 -1.329 3.596  4.823 10.90  0.485 0.00 18.992 24.074 21.471 20.100 19.301 18.791  0.532 
 1   7.51 -0.09  0.10937 -2.056 3.494  4.457  8.90  0.401 0.00 18.810 25.948 22.553 20.859 19.439 18.586  0.109 
 1   7.51  0.03  0.17140 -2.024 3.518  4.713  9.40  0.366 0.00 19.229 25.650 22.534 20.946 19.709 18.957  0.171 
 1   7.55 -0.11  0.18746 -2.133 3.537  4.938  9.20  0.319 0.00 19.303 25.305 22.243 20.689 19.641 19.003  0.187 
 1   7.55  0.15  0.11123 -2.081 3.483  4.443  9.50  0.321 0.87 18.824 26.166 22.751 21.070 19.511 18.581  0.111 
 1   7.55  0.15  0.69226 -0.924 3.640  4.709 12.10  0.385 0.00 19.181 23.460 20.951 19.723 19.273 18.984  0.692 
 1   7.55  0.27  0.49943 -1.408 3.589  4.847  8.90  0.349 0.00 17.189 22.145 19.579 18.224 17.411 16.906  0.499 
 1   7.57 -0.27  0.71942 -0.744 3.675  4.683 10.40  0.466 0.00 17.029 20.640 18.486 17.475 17.123 16.896  0.719 
 1   7.57  0.01  0.36957 -1.719 3.572  4.958  8.50  0.347 0.00 17.568 22.796 20.096 18.652 17.794 17.255  0.370 
 1   7.59 -0.13  0.16520 -1.930 3.514  4.561  9.20  0.243 0.94 18.121 24.434 21.264 19.680 18.501 17.796  0.155 
 1   7.61  0.05  1.06066 -0.045 3.759  4.491 14.20  0.451 0.00 19.082 21.486 19.987 19.348 19.153 19.049  1.061 
 1   7.61  0.47  0.64454 -1.053 3.626  4.749  8.90  0.301 0.74 15.944 20.558 17.967 16.688 16.069 15.672  0.645 
 1   7.63 -0.11  2.06341  1.319 3.986  4.322 11.80  0.427 0.72 13.028 14.718 13.591 13.619 13.717 13.792  2.063 
 1   7.65 -0.17  0.08097 -2.339 3.480  4.550  9.00  0.302 0.75 19.221 26.999 23.320 21.584 19.952 18.993  0.081 
 1   7.65  0.57  2.33911  1.469 3.988  4.236 11.40  0.488 1.00 11.746 13.474 12.350 12.438 12.576 12.667  2.339 
 1   7.67  0.05  0.45609 -1.499 3.585  4.884 10.90  0.405 0.00 19.418 24.486 21.860 20.440 19.651 19.150  0.456 
 1   7.69 -0.25  1.06214  0.039 3.783  4.503 11.80  0.494 0.00 16.471 18.603 17.339 16.802 16.630 16.541  1.062 
 1   7.69  0.19  1.29745  0.375 3.803  4.333 11.30  0.432 0.00 15.133 17.145 15.841 15.371 15.246 15.199  1.297 
 1   7.71  0.07  0.42063 -1.589 3.578  4.909  9.50  0.393 0.00 18.242 23.425 20.777 19.349 18.493 17.955  0.421 
 1   7.73 -0.21  5.34560  2.995 4.233  4.049 10.30  0.441 0.92  7.008  9.125  8.812  9.063  9.285  9.474  5.346 
 1   7.73  0.51  0.59525 -1.177 3.613  4.786 10.30  0.393 0.00 18.011 22.796 20.186 18.873 18.211 17.786  0.595 
 1   7.75 -0.21  0.24894 -2.019 3.563  5.052 10.00  0.404 0.00 19.817 25.375 22.470 20.934 20.082 19.548  0.249 
 1   7.75  0.01  0.16424 -2.041 3.502  4.602  9.60  0.426 0.89 18.775 25.513 22.312 20.675 19.352 18.544  0.147 
 1   7.75  0.09  0.50082 -1.396 3.593  4.852  7.40  0.240 0.91 15.033 19.778 17.231 15.881 15.148 14.692  0.501 
