#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.67  0.31  0.18261 -2.057 3.517  4.772  9.50  0.243 0.00 19.412 25.651 22.577 21.028 19.811 19.081  0.183 
 1   7.17 -0.01  0.07889 -2.141 3.476  4.328  8.80  0.301 0.00 18.922 26.348 22.893 21.206 19.618 18.675  0.079 
 1   7.21  0.27  0.06631 -2.321 3.462  4.373  8.10  0.227 0.00 18.672 26.471 22.866 21.172 19.439 18.417  0.066 
 1   7.21  0.37  0.10231 -1.990 3.479  4.299  9.50  0.245 0.00 19.246 26.502 23.102 21.443 19.888 18.966  0.102 
 1   7.23  0.45  0.12281 -1.894 3.485  4.307  8.60  0.242 0.00 18.104 25.177 21.839 20.198 18.702 17.814  0.123 
 1   7.29  0.21  0.04682 -2.581 3.435  4.377  8.30  0.235 0.88 18.866 27.157 23.669 21.988 19.971 18.725  0.047 
 1   7.31  0.19  0.09020 -2.100 3.473  4.331  9.80  0.248 0.77 19.321 26.879 23.373 21.690 20.038 19.061  0.090 
 1   7.33 -0.13  0.18261 -1.778 3.510  4.379  7.70  0.178 0.82 16.461 22.632 19.501 17.945 16.792 16.105  0.150 
 1   7.35  0.13  3.53794  2.171 4.117  4.229  9.40  0.214 0.00  8.743 10.154  9.630  9.907 10.146 10.342  3.538 
 1   7.37  0.11  0.17499 -1.807 3.498  4.356  8.20  0.240 0.85 16.975 23.491 20.338 18.757 17.444 16.657  0.149 
 1   7.37  0.33  2.69336  1.705 4.033  4.240 10.30  0.328 0.00 10.808 12.302 11.407 11.599 11.791 11.929  2.693 
 1   7.45  0.53  0.16043 -1.928 3.501  4.523  9.20  0.272 0.00 18.791 25.451 22.256 20.650 19.301 18.492  0.160 
 1   7.49 -0.17  1.02237 -0.063 3.765  4.516  9.00  0.287 0.00 13.926 15.932 14.611 14.068 13.909 13.839  1.022 
 1   7.49  0.15  0.49354 -1.418 3.590  4.854  9.80  0.226 0.93 17.460 22.246 19.702 18.363 17.585 17.108  0.494 
 1   7.57  0.05  0.77565 -0.691 3.670  4.647  7.40  0.207 0.00 13.897 17.319 15.112 14.126 13.812 13.628  0.776 
 1   7.57  0.25  0.10383 -2.136 3.477  4.446  6.90  0.178 0.00 17.011 24.202 20.813 19.172 17.617 16.701  0.104 
 1   7.59  0.07  0.05621 -2.684 3.441  4.581  6.30  0.133 0.00 17.779 25.984 22.301 20.624 18.690 17.540  0.056 
 1   7.65  0.13  0.87609 -0.459 3.701  4.589  8.20  0.201 0.00 14.118 17.034 15.064 14.237 13.993 13.861  0.876 
 1   7.77 -0.05  0.08569 -2.416 3.475  4.632  8.40  0.202 0.00 19.209 26.585 23.096 21.425 19.842 18.916  0.086 
 1   7.77  0.37  0.17480 -2.154 3.513  4.831  9.30  0.262 0.00 19.456 25.834 22.721 21.152 19.894 19.139  0.175 
 1   7.81 -0.07  0.58757 -1.152 3.621  4.788 10.30  0.276 0.00 17.949 22.255 19.767 18.490 17.996 17.683  0.588 
 1   7.85 -0.17  0.71136 -0.797 3.664  4.690  8.50  0.208 0.00 15.261 18.697 16.520 15.522 15.192 14.996  0.711 
 1   7.87  0.47  0.32987 -1.842 3.557  4.972  9.60  0.268 0.00 18.974 24.437 21.626 20.189 19.221 18.637  0.330 
 1   7.93  0.17  0.32450 -1.854 3.557  4.978  8.60  0.221 0.00 18.005 23.384 20.575 19.138 18.206 17.643  0.325 
 1   7.95  0.07  0.07297 -2.797 3.449  4.839  8.00  0.164 0.97 19.042 27.238 23.476 21.774 19.895 18.791  0.073 
 1   7.95  0.33  0.29299 -1.945 3.550  4.995  8.80  0.207 0.00 18.433 23.966 21.071 19.609 18.647 18.069  0.293 
 1   7.99 -0.37  1.05075  0.052 3.792  4.523 10.40  0.243 0.00 15.039 16.676 15.578 15.167 15.054 15.021  1.051 
