#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.81  0.03  0.22685 -2.141 3.545  5.058  7.40  0.020 0.00 17.521 22.876 20.009 18.592 17.629 17.066  0.227 
 1   7.69  0.07  0.18752 -2.178 3.528  4.946  5.50  0.020 0.00 15.715 21.374 18.446 17.000 15.906 15.264  0.188 
 1   8.09 -0.37  0.18752 -2.211 3.551  5.073  7.00  0.020 0.87 16.633 22.168 19.093 17.587 16.710 16.196  0.188 
 1   8.17 -0.05  0.83609 -0.516 3.700  4.623  8.70  0.033 0.00 14.760 17.332 15.494 14.744 14.529 14.427  0.836 
 1   8.33  0.09  0.71337 -0.858 3.648  4.689  8.10  0.029 0.00 15.014 18.574 16.253 15.190 14.845 14.650  0.713 
 1   8.35  0.05  0.87864 -0.431 3.707  4.589  8.20  0.028 0.00 14.049 16.543 14.735 14.009 13.809 13.718  0.879 
 1   8.35  0.43  2.41529  1.570 3.978  4.111 11.90  0.029 0.77 12.435 13.467 12.438 12.617 12.810 12.971  2.415 
 1   8.41 -0.03  0.30424 -1.885 3.563  5.004  8.40  0.030 0.73 17.408 22.473 19.722 18.334 17.466 16.952  0.304 
 1   8.45  0.01  0.33939 -1.800 3.567  4.982  8.60  0.023 0.85 17.270 22.187 19.508 18.146 17.304 16.805  0.339 
 1   8.51 -0.03  0.44069 -1.527 3.586  4.898  8.90  0.028 0.00 17.487 21.941 19.443 18.136 17.448 17.033  0.441 
 1   8.51  0.17  0.23377 -2.131 3.539  5.040  4.20  0.012 0.00 14.298 19.743 16.856 15.432 14.427 13.840  0.234 
 1   8.53  0.33  0.67035 -0.985 3.632  4.723  8.00  0.027 0.00 15.232 19.152 16.692 15.539 15.105 14.848  0.670 
 1   8.55  0.21  0.67897 -0.963 3.634  4.716  9.40  0.030 0.00 16.577 20.417 17.995 16.855 16.442 16.200  0.679 
 1   8.57  0.01  0.45036 -1.509 3.586  4.889  8.00  0.024 0.00 16.542 21.000 18.507 17.208 16.506 16.085  0.450 
 1   8.59  0.21  1.31925  0.427 3.806  4.301  8.00  0.025 0.98 10.988 12.360 11.199 10.870 10.825 10.858  1.319 
 1   8.61  0.11  0.50325 -1.389 3.593  4.847  7.70  0.026 0.00 15.943 20.290 17.833 16.566 15.903 15.505  0.503 
