#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.61  0.07  0.72366 -0.830 3.653  4.686  9.00  0.680 0.00 15.845 20.336 17.817 16.565 16.113 15.805  0.724 
 1   6.61  0.29  0.89854 -0.424 3.704  4.575  9.30  0.805 0.00 15.129 19.030 16.796 15.758 15.406 15.165  0.899 
 1   6.75  0.05  0.48476 -1.431 3.591  4.866 11.60  1.243 0.00 19.948 26.223 23.314 21.625 20.734 20.104  0.485 
 1   6.75  0.07  0.13464 -1.751 3.495  4.245 11.10  1.263 0.87 19.594 28.032 24.403 22.444 20.834 19.794  0.135 
 1   6.75  0.27  0.68734 -0.945 3.637  4.714  9.60  0.947 0.00 16.732 21.997 19.236 17.797 17.219 16.806  0.687 
 1   6.75  0.33  0.15602 -1.755 3.497  4.320 10.40  1.057 0.00 19.558 27.567 24.048 22.168 20.632 19.652  0.156 
 1   6.81  0.07  0.14366 -1.714 3.498  4.247 10.30  1.114 0.00 19.356 27.431 23.899 22.002 20.463 19.476  0.144 
 1   6.85  0.13  0.07622 -2.116 3.471  4.266  8.60  0.821 0.88 18.021 26.508 22.781 20.904 19.135 18.044  0.076 
 1   6.85  0.31  0.35984 -1.760 3.563  4.951 11.20  1.088 0.77 19.868 26.606 23.506 21.791 20.674 19.934  0.360 
 1   6.91 -0.01  0.11230 -1.869 3.493  4.277 10.60  0.900 0.82 19.426 27.389 23.855 22.006 20.438 19.453  0.112 
 1   6.91 -0.01  0.29794 -1.906 3.561  5.007 11.10  1.152 0.73 20.161 27.036 23.863 22.098 20.998 20.258  0.298 
 1   6.91  0.13  0.15619 -1.768 3.501  4.349 10.00  1.195 0.00 19.190 27.307 23.774 21.859 20.333 19.346  0.156 
 1   6.91  0.15  4.29653  2.471 4.173  4.239 10.10  1.122 0.85  8.213 11.135 10.403 10.396 10.474 10.512  4.297 
 1   6.91  0.25  5.02789  2.733 4.213  4.204 11.50  1.105 0.00  9.437 12.468 11.901 11.931 12.031 12.095  5.028 
 1   6.95  0.07  0.58455 -1.186 3.614  4.792 11.20  1.201 0.00 18.934 24.828 21.968 20.358 19.637 19.112  0.585 
 1   6.95  0.15  0.80758 -0.632 3.675  4.624 11.50  1.259 0.00 17.851 22.895 20.298 18.972 18.472 18.097  0.808 
 1   7.01  0.33  0.06516 -2.266 3.463  4.316  9.90  0.926 0.98 19.594 28.460 24.613 22.687 20.831 19.682  0.065 
 1   7.07 -0.17  0.34484 -1.758 3.578  4.991 11.10  1.030 0.76 19.763 26.045 23.053 21.348 20.427 19.796  0.345 
 1   7.07  0.05  2.64830  1.688 4.044  4.294 10.00  1.092 0.00 10.551 13.278 12.145 12.086 12.136 12.131  2.648 
 1   7.13  0.19  0.26102 -2.042 3.543  5.016  9.90  0.935 0.00 19.775 26.574 23.381 21.661 20.515 19.771  0.261 
 1   7.15 -0.41  0.80456 -0.466 3.721  4.641 11.60  1.210 0.00 17.534 21.468 19.537 18.524 18.121 17.819  0.805 
 1   7.17  0.37  0.10732 -1.953 3.481  4.290  9.90  0.989 0.00 19.552 27.926 24.273 22.370 20.691 19.637  0.107 
 1   7.27 -0.11  0.78249 -0.634 3.686  4.655 10.90  1.444 0.00 17.255 22.270 19.809 18.514 18.003 17.608  0.782 
 1   7.27 -0.03  0.51299 -1.351 3.601  4.848  9.10  0.884 0.00 17.248 22.764 20.018 18.461 17.746 17.245  0.513 
 1   7.27  0.05  0.29488 -1.923 3.557  5.005  9.90  0.930 0.00 19.477 25.968 22.891 21.210 20.157 19.464  0.295 
 1   7.27  0.07  0.32948 -1.832 3.562  4.984 10.40  1.033 0.00 19.750 26.274 23.224 21.528 20.482 19.783  0.329 
