#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   7.55  0.19  0.60279 -1.157 3.615  4.782  8.10  0.083 0.80 15.314 19.606 17.133 15.892 15.292 14.925  0.603 
 1   7.65  0.23  0.63011 -1.089 3.622  4.760  7.10  0.062 0.87 14.066 18.229 15.764 14.548 14.009 13.681  0.630 
 1   7.75  0.03  0.39173 -1.659 3.574  4.934  8.80  0.087 0.00 17.718 22.482 19.913 18.571 17.762 17.275  0.392 
 1   7.87  0.05  0.85062 -0.503 3.697  4.604  8.60  0.081 0.00 14.629 17.384 15.457 14.660 14.429 14.313  0.851 
 1   7.93 -0.19  0.06840 -2.831 3.443  4.823  3.60  0.024 0.00 15.448 23.834 19.853 18.150 16.226 15.143  0.068 
 1   7.95  0.05  0.15013 -2.255 3.503  4.826  7.20  0.064 0.00 17.607 23.905 20.796 19.264 17.966 17.203  0.150 
 1   7.99  0.23  1.19181  0.189 3.780  4.392  9.10  0.105 0.77 13.132 14.982 13.601 13.089 12.969 12.938  1.192 
 1   7.99  0.25  1.44591  0.593 3.829  4.266  8.60  0.070 0.94 11.274 12.623 11.480 11.201 11.178 11.222  1.446 
 1   8.01  0.13  0.87609 -0.459 3.701  4.588 12.00  0.095 0.00 17.918 20.668 18.737 17.945 17.720 17.609  0.876 
 1   8.05 -0.21  0.63011 -1.003 3.641  4.751  6.30  0.059 0.00 13.578 17.171 14.896 13.811 13.441 13.226  0.630 
 1   8.17  0.03  0.37391 -1.708 3.572  4.951  6.80  0.068 0.93 15.172 20.009 17.392 16.039 15.217 14.724  0.374 
 1   8.35 -0.33  0.62722 -0.978 3.647  4.749  5.30  0.045 0.00 12.515 15.931 13.735 12.704 12.359 12.162  0.627 
 1   8.41 -0.31  0.91726 -0.227 3.751  4.576  8.80  0.093 0.00 14.138 15.950 14.647 14.122 13.976 13.925  0.917 
 1   8.49  0.31  0.51533 -1.367 3.593  4.834  9.50  0.090 0.83 17.169 21.770 19.295 18.030 17.230 16.754  0.515 
