#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.75  0.05  0.10379 -1.898 3.488  4.249  8.10  0.069 0.00 17.614 24.333 21.085 19.510 18.075 17.234  0.104 
 1   6.95 -0.17  0.04977 -2.410 3.448  4.281  4.90  0.031 0.00 15.695 23.899 19.992 18.294 16.422 15.377  0.050 
 1   6.97  0.11  0.07219 -2.188 3.469  4.306  7.30  0.072 0.00 17.541 24.854 21.397 19.771 18.143 17.195  0.072 
 1   6.97  0.39  0.41655 -1.611 3.573  4.906  9.10  0.109 0.00 17.897 22.766 20.246 18.957 18.021 17.476  0.417 
 1   7.01  0.37  0.64198 -1.060 3.625  4.751  9.40  0.106 0.00 16.819 20.980 18.463 17.255 16.766 16.468  0.642 
 1   7.07  0.15  0.94749 -0.302 3.722  4.551  9.40  0.094 0.87 14.483 17.087 15.257 14.501 14.288 14.185  0.947 
 1   7.23  0.17  0.13854 -1.818 3.491  4.307  7.50  0.075 0.00 16.814 23.452 20.232 18.664 17.257 16.432  0.139 
 1   7.47 -0.07  0.64199 -1.010 3.636  4.747 10.70  0.092 0.00 17.995 21.779 19.424 18.288 17.891 17.656  0.642 
 1   7.57  0.07  0.15574 -1.937 3.504  4.531  7.60  0.069 0.00 17.212 23.477 20.378 18.850 17.564 16.809  0.156 
 1   7.61  0.01  0.18302 -2.130 3.527  4.885  8.20  0.079 0.00 18.294 24.055 21.103 19.636 18.527 17.873  0.183 
 1   7.63 -0.27  0.24823 -2.011 3.567  5.057  8.40  0.086 0.77 17.603 22.758 19.912 18.460 17.662 17.184  0.248 
 1   7.71 -0.07  0.54395 -1.262 3.610  4.821 10.70  0.107 0.00 18.624 22.797 20.352 19.090 18.573 18.255  0.544 
 1   7.73 -0.01  0.29938 -1.902 3.561  5.006  8.90  0.107 0.89 17.786 22.957 20.185 18.778 17.895 17.367  0.299 
 1   7.75  0.03  0.94594 -0.279 3.730  4.558  7.80  0.073 0.00 13.267 15.467 13.864 13.229 13.059 12.990  0.946 
