#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   7.37 -0.17  0.11237 -1.972 3.500  4.408  7.90  0.029 0.00 17.600 24.045 20.773 19.198 17.923 17.188  0.112 
 1   7.41  0.17  0.03933 -2.776 3.414  4.410  7.00  0.030 0.00 18.709 27.174 23.651 22.030 19.884 18.538  0.039 
 1   7.69  0.01  0.11352 -2.161 3.490  4.558  5.50  0.026 0.00 15.672 22.273 19.058 17.502 16.091 15.268  0.114 
 1   7.73  0.35  0.15656 -2.049 3.499  4.625  6.60  0.025 0.80 15.852 22.337 19.165 17.621 16.247 15.443  0.157 
 1   7.77  0.31  0.67242 -0.982 3.633  4.726  8.20  0.031 0.00 15.425 19.330 16.877 15.727 15.298 15.045  0.672 
 1   8.03 -0.05  0.50985 -1.355 3.601  4.851  9.80  0.032 0.00 17.957 22.124 19.691 18.420 17.870 17.535  0.510 
 1   8.07  0.57  0.11352 -2.549 3.477  4.896  7.00  0.029 0.00 18.141 25.107 21.770 20.178 18.648 17.759  0.114 
 1   8.31  0.17  0.20921 -2.221 3.534  5.061  8.30  0.033 0.00 18.623 24.208 21.281 19.836 18.790 18.176  0.209 
 1   8.37  0.21  0.42547 -1.587 3.574  4.898  6.70  0.031 0.00 15.439 20.137 17.634 16.347 15.479 14.973  0.425 
 1   8.45  0.17  0.50044 -1.402 3.590  4.847  8.30  0.034 0.88 15.987 20.492 18.018 16.745 15.988 15.539  0.500 
 1   8.47  0.13  0.26445 -2.023 3.547  5.018  7.60  0.032 0.94 16.733 22.072 19.216 17.802 16.845 16.283  0.264 
 1   8.49  0.31  0.47194 -1.473 3.584  4.865  8.80  0.032 0.82 16.733 21.395 18.897 17.626 16.776 16.280  0.472 
 1   8.49  0.37  0.10595 -2.683 3.468  4.964  7.40  0.032 0.73 18.477 26.066 22.532 20.902 19.177 18.153  0.106 
 1   8.51  0.27  0.18066 -2.313 3.517  5.022  7.30  0.030 0.00 17.853 23.780 20.769 19.287 18.108 17.417  0.181 
 1   8.53  0.35  0.06330 -3.426 3.368  5.084  6.00  0.024 0.85 18.798 31.612 25.541 23.296 20.780 19.046  0.063 
