#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.81  0.11  0.14111 -1.729 3.495  4.242  5.20  0.111 0.00 14.291 20.876 17.681 16.111 14.733 13.922  0.141 
 1   7.47  0.19  1.41428  0.547 3.824  4.283  9.60  0.341 0.94 12.391 14.172 12.941 12.558 12.475 12.461  1.414 
 1   7.53  0.19  1.53573  0.706 3.847  4.251  8.10  0.290 0.00 11.105 12.689 11.510 11.251 11.226 11.254  1.536 
 1   7.55 -0.01  0.22992 -2.124 3.547  5.059  7.60  0.219 0.89 17.038 22.704 19.760 18.273 17.279 16.680  0.230 
 1   7.59  0.29  0.89707 -0.426 3.703  4.575  8.80  0.246 0.00 14.635 17.666 15.632 14.779 14.531 14.395  0.897 
 1   7.77  0.05  0.31199 -1.876 3.560  4.995  5.20  0.107 0.00 14.660 19.783 17.041 15.646 14.765 14.239  0.312 
 1   7.81  0.07  2.84485  1.830 4.055  4.228  8.80  0.293 0.71  8.754 10.226  9.348  9.530  9.716  9.855  2.845 
 1   7.83  0.03  1.04405 -0.068 3.757  4.499  8.20  0.255 0.00 13.140 15.253 13.818 13.238 13.077 13.007  1.044 
 1   7.89 -0.19  1.84165  1.144 3.959  4.340 10.30  0.318 0.83 11.802 13.328 12.173 12.196 12.297 12.387  1.842 
 1   7.93  0.27  0.16065 -2.238 3.504  4.842  6.40  0.156 0.00 16.765 23.190 20.053 18.493 17.183 16.406  0.161 
 1   7.95  0.09  0.59726 -1.157 3.617  4.783  7.70  0.242 0.00 15.362 19.728 17.216 15.936 15.406 15.072  0.597 
 1   8.01  0.31  0.84291 -0.555 3.685  4.604  9.90  0.396 0.00 16.058 19.663 17.395 16.389 16.072 15.878  0.843 
 1   8.07  0.05  1.69360  0.930 3.895  4.264  9.60  0.305 0.00 12.045 13.572 12.379 12.286 12.339 12.409  1.694 
 1   8.07  0.13  0.77667 -0.704 3.667  4.644 10.00  0.335 0.00 16.529 20.265 17.948 16.885 16.535 16.319  0.777 
 1   8.13 -0.17  0.33786 -1.776 3.577  4.995  7.50  0.253 0.94 16.024 21.025 18.344 16.906 16.145 15.671  0.338 
