#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   7.59 -0.11  0.19425 -2.183 3.542  5.023  5.80  0.035 0.00 16.026 21.491 18.552 17.102 16.145 15.585  0.194 
 1   7.59  0.35  0.34283 -1.806 3.560  4.964 11.60  0.039 0.00 20.885 25.930 23.231 21.878 20.967 20.434  0.343 
 1   7.71  0.03  0.05976 -2.770 3.441  4.694  8.60  0.049 0.00 20.295 28.436 24.728 23.069 21.147 20.013  0.060 
 1   7.75  0.25  0.13240 -2.125 3.488  4.582  9.50  0.041 0.80 18.991 25.794 22.515 20.937 19.464 18.605  0.132 
 1   7.81  0.27  0.15565 -2.110 3.499  4.683  7.30  0.039 0.00 17.346 23.692 20.565 19.032 17.709 16.934  0.156 
 1   7.83 -0.03  0.05483 -2.924 3.425  4.748  7.80  0.037 0.87 19.273 28.151 24.243 22.565 20.406 19.088  0.055 
 1   7.97  0.45  0.19425 -2.261 3.527  5.040  7.00  0.032 0.00 17.423 23.137 20.183 18.725 17.624 16.978  0.194 
 1   7.99  0.21  0.34373 -1.803 3.560  4.963  8.60  0.050 0.00 17.879 22.932 20.220 18.855 17.959 17.431  0.344 
 1   8.07 -0.23  0.48059 -1.393 3.605  4.877 11.60  0.045 0.00 19.851 23.932 21.531 20.267 19.750 19.438  0.481 
 1   8.17 -0.05  0.12084 -2.506 3.491  4.937  8.70  0.041 0.00 19.734 26.363 23.106 21.536 20.145 19.337  0.121 
 1   8.19  0.43  0.06050 -3.146 3.408  4.942  7.10  0.042 0.00 19.735 29.528 25.039 23.275 20.982 19.591  0.061 
 1   8.23 -0.07  0.21595 -2.166 3.548  5.074  8.20  0.044 0.88 17.730 23.183 20.258 18.813 17.853 17.290  0.216 
 1   8.23  0.27  0.10680 -2.613 3.472  4.913  7.90  0.048 0.77 18.677 26.095 22.610 20.984 19.313 18.334  0.107 
 1   8.25 -0.09  0.44322 -1.510 3.589  4.899  9.20  0.048 0.94 17.071 21.514 19.013 17.696 17.032 16.629  0.443 
 1   8.25 -0.01  0.23399 -2.108 3.548  5.054  8.70  0.041 0.82 18.155 23.576 20.691 19.261 18.285 17.711  0.234 
 1   8.31  0.09  0.09383 -2.728 3.464  4.941  7.50  0.049 0.85 18.499 26.167 22.581 20.939 19.191 18.171  0.094 
 1   8.31  0.25  0.22902 -2.152 3.537  5.042  7.40  0.044 0.00 17.550 23.092 20.182 18.741 17.713 17.108  0.229 
 1   8.33  0.17  0.07743 -2.940 3.436  4.955  7.50  0.044 0.00 19.619 28.118 24.200 22.512 20.521 19.352  0.077 
 1   8.37  0.01  0.19425 -2.253 3.535  5.066  6.80  0.040 0.89 16.515 22.211 19.261 17.804 16.716 16.075  0.194 
 1   8.39 -0.05  0.35860 -1.740 3.573  4.972  8.90  0.050 0.93 17.346 22.116 19.501 18.144 17.361 16.890  0.359 
 1   8.39  0.05  0.27694 -1.975 3.554  5.017  8.90  0.050 0.00 18.609 23.803 21.005 19.606 18.700 18.164  0.277 
 1   8.41  0.05  0.25555 -2.039 3.550  5.030  7.50  0.043 0.00 17.369 22.651 19.809 18.399 17.469 16.923  0.256 
 1   8.45  0.25  0.44596 -1.536 3.578  4.882  5.70  0.027 0.00 14.309 18.939 16.464 15.195 14.344 13.848  0.446 
 1   8.45  0.33  0.48059 -1.452 3.585  4.859  9.80  0.045 0.81 17.700 22.362 19.866 18.597 17.751 17.257  0.481 
 1   8.51 -0.07  0.31304 -1.856 3.567  5.002  8.30  0.047 0.76 17.207 22.208 19.477 18.086 17.253 16.758  0.313 
