#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.75  0.35  0.89079 -0.442 3.701  4.579 10.30  0.267 0.00 16.175 19.309 17.219 16.339 16.083 15.941  0.891 
 1   7.05  0.33  0.15075 -1.733 3.493  4.268  8.40  0.254 0.00 17.503 24.358 21.095 19.473 18.053 17.206  0.151 
 1   7.05  0.35  0.10862 -1.920 3.481  4.265  9.50  0.256 0.80 18.472 25.788 22.370 20.705 19.134 18.202  0.109 
 1   7.13 -0.07  0.44245 -1.516 3.588  4.899 10.30  0.291 0.87 18.282 23.169 20.563 19.158 18.420 17.954  0.442 
 1   7.13  0.05  0.11280 -1.909 3.490  4.305  9.40  0.220 0.00 18.941 25.837 22.555 20.935 19.491 18.633  0.113 
 1   7.13  0.21  0.22142 -2.180 3.535  5.049  8.80  0.248 0.00 19.020 24.915 21.920 20.407 19.329 18.679  0.221 
 1   7.21 -0.15  0.47132 -1.431 3.598  4.882  9.30  0.247 0.00 17.648 22.164 19.657 18.302 17.704 17.324  0.471 
 1   7.21 -0.03  0.33917 -1.796 3.569  4.986  8.30  0.229 0.00 17.560 22.669 19.966 18.544 17.709 17.194  0.339 
 1   7.27 -0.03  3.19348  2.016 4.105  4.293 10.00  0.314 0.88  9.207 10.766 10.101 10.328 10.539 10.701  3.193 
 1   7.27  0.13  0.12039 -1.914 3.488  4.329  8.90  0.209 0.77 17.874 24.929 21.593 19.960 18.459 17.570  0.120 
 1   7.31  0.09  0.05590 -2.471 3.449  4.401  9.00  0.262 0.82 19.352 27.645 23.969 22.251 20.328 19.171  0.056 
 1   7.31  0.25  0.45987 -1.503 3.581  4.874  8.00  0.192 0.73 16.103 21.076 18.483 17.136 16.255 15.727  0.460 
 1   7.35  0.21  0.56052 -1.258 3.603  4.804  9.50  0.215 0.85 16.885 21.504 18.985 17.678 16.981 16.547  0.561 
 1   7.37 -0.17  2.43077  1.601 4.045  4.349  9.40  0.223 0.00 10.168 11.554 10.737 10.967 11.178 11.338  2.431 
 1   7.37  0.35  0.87013 -0.492 3.694  4.590  9.00  0.256 0.00 14.999 18.240 16.089 15.175 14.905 14.754  0.870 
 1   7.39  0.17  0.12934 -1.915 3.488  4.364  9.20  0.304 0.00 18.757 25.835 22.505 20.853 19.376 18.493  0.129 
 1   7.41  0.07  0.23229 -2.125 3.544  5.050  9.70  0.302 0.93 19.101 24.946 21.965 20.448 19.414 18.785  0.232 
