#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.67  0.27  0.11327 -1.850 3.483  4.220  8.40  0.042 0.00 17.794 24.612 21.326 19.746 18.269 17.408  0.113 
 1   7.31  0.21  1.50135  0.661 3.839  4.257  5.80  0.026 0.00  8.918 10.118  9.024  8.826  8.838  8.908  1.501 
 1   7.71 -0.23  0.14930 -1.984 3.515  4.601  7.70  0.036 0.00 17.429 23.555 20.356 18.805 17.668 17.008  0.149 
 1   7.75  0.09  0.14220 -2.070 3.497  4.594  5.90  0.029 0.00 15.844 22.245 19.098 17.561 16.217 15.431  0.142 
 1   7.77 -0.05  0.16161 -2.085 3.515  4.737  8.70  0.048 0.80 18.005 24.198 21.090 19.566 18.321 17.591  0.162 
 1   7.77 -0.03  0.15698 -2.069 3.511  4.691  7.10  0.036 0.00 17.042 23.132 20.063 18.556 17.333 16.617  0.157 
 1   7.97  0.05  0.29450 -1.924 3.557  5.005  5.50  0.025 0.00 15.079 20.151 17.402 16.023 15.140 14.620  0.294 
 1   8.09  0.35  0.10389 -2.610 3.471  4.895  4.80  0.018 0.00 16.094 23.237 19.833 18.230 16.639 15.717  0.104 
 1   8.11  0.07  0.10024 -2.630 3.474  4.912  7.30  0.035 0.00 18.645 25.713 22.340 20.739 19.178 18.270  0.100 
 1   8.17  0.33  1.05275 -0.079 3.749  4.482  7.10  0.036 0.00 12.067 14.069 12.526 11.951 11.821 11.789  1.053 
 1   8.19  0.17  0.27462 -1.998 3.547  5.010  7.60  0.038 0.00 17.364 22.681 19.834 18.422 17.474 16.917  0.275 
 1   8.25 -0.07  0.09134 -2.728 3.470  4.950  6.00  0.030 0.77 17.153 24.791 21.190 19.546 17.834 16.825  0.091 
 1   8.25  0.01  0.18654 -2.268 3.530  5.042  7.70  0.039 0.94 17.419 23.151 20.196 18.736 17.629 16.978  0.187 
 1   8.29  0.21  0.52361 -1.347 3.595  4.828  7.00  0.032 0.00 15.138 19.495 17.045 15.795 15.115 14.708  0.524 
 1   8.33 -0.17  0.10674 -2.613 3.487  4.973  7.40  0.042 0.85 18.104 25.189 21.685 20.051 18.569 17.725  0.107 
 1   8.33  0.15  0.18766 -2.281 3.524  5.035  7.00  0.036 0.00 17.472 23.240 20.274 18.809 17.688 17.030  0.188 
 1   8.39  0.23  0.75466 -0.771 3.657  4.659  8.00  0.039 0.93 14.098 17.705 15.351 14.284 13.933 13.733  0.755 
 1   8.39  0.41  0.70966 -0.886 3.643  4.692  8.40  0.037 0.00 15.384 19.197 16.742 15.623 15.234 15.009  0.710 
 1   8.43  0.17  0.62756 -1.087 3.622  4.758  8.80  0.045 0.00 16.289 20.311 17.858 16.663 16.192 15.909  0.628 
 1   8.45  0.15  0.16961 -2.334 3.511  4.993  8.80  0.037 0.00 19.406 25.463 22.422 20.924 19.698 18.980  0.170 
 1   8.49 -0.13  1.62938  0.928 3.903  4.279  7.40  0.034 0.00  9.850 10.944  9.857  9.884  9.998 10.124  1.629 
 1   8.51  0.19  0.07978 -2.974 3.431  4.986  7.90  0.041 0.98 19.404 28.213 24.151 22.445 20.376 19.159  0.080 
 1   8.53  0.21  0.31487 -1.882 3.554  4.981  7.70  0.037 0.76 16.677 21.950 19.134 17.733 16.786 16.229  0.315 
 1   8.53  0.41  1.12934  0.085 3.768  4.425  8.60  0.038 0.00 13.158 14.958 13.529 13.027 12.927 12.919  1.129 
 1   8.55  0.01  0.42192 -1.578 3.580  4.909 10.50  0.043 0.00 19.215 23.797 21.274 19.957 19.208 18.758  0.422 
 1   8.55  0.07  0.14731 -2.421 3.498  4.967  6.60  0.030 0.00 17.423 23.777 20.646 19.113 17.785 17.009  0.147 
 1   8.59 -0.25  0.84193 -0.420 3.721  4.616  7.70  0.039 0.77 13.232 15.580 13.941 13.239 13.025 12.922  0.842 
 1   8.59  0.07  0.54193 -1.288 3.603  4.819  7.40  0.039 0.00 15.391 19.587 17.143 15.888 15.323 14.979  0.542 
 1   8.61 -0.01  0.16599 -2.357 3.515  5.021  6.10  0.035 0.00 16.762 22.747 19.714 18.222 17.029 16.330  0.166 
 1   8.61  0.11  0.14988 -2.422 3.498  4.974  8.90  0.042 0.00 19.726 26.113 22.973 21.435 20.100 19.318  0.150 
 1   8.63 -0.09  0.21349 -2.171 3.548  5.077  8.50  0.042 0.86 18.077 23.558 20.616 19.164 18.202 17.637  0.213 
 1   8.65 -0.17  0.31554 -1.832 3.573  5.007  6.70  0.037 0.00 16.049 20.761 18.136 16.763 16.031 15.590  0.316 
 1   8.65  0.17  0.22206 -2.174 3.536  5.050  7.50  0.038 0.00 17.704 23.241 20.330 18.890 17.863 17.260  0.222 
 1   8.65  0.31  0.53322 -1.322 3.597  4.820  9.70  0.042 0.00 17.776 22.136 19.690 18.456 17.768 17.356  0.533 
 1   8.67 -0.27  0.15592 -2.386 3.518  5.037  9.00  0.042 0.00 19.736 25.829 22.609 21.051 19.953 19.317  0.156 
 1   8.67  0.31  0.14042 -2.511 3.488  4.993  6.10  0.027 0.00 17.148 23.808 20.573 19.012 17.582 16.748  0.140 
 1   8.69 -0.03  0.85716 -0.462 3.707  4.607  6.70  0.030 0.00 12.625 15.092 13.312 12.593 12.391 12.298  0.857 
 1   8.71 -0.11  0.91034 -0.306 3.731  4.572  7.20  0.034 0.00 12.735 14.806 13.276 12.671 12.508 12.446  0.910 
 1   8.71 -0.01  0.14953 -2.447 3.502  5.013  9.00  0.044 0.00 19.887 26.190 23.066 21.534 20.235 19.474  0.150 
 1   8.73  0.31  0.13392 -2.581 3.483  5.021  6.70  0.033 0.00 17.921 24.763 21.457 19.875 18.393 17.532  0.134 
 1   8.75 -0.33  0.11144 -2.710 3.490  5.101  6.40  0.027 0.00 17.945 25.014 21.350 19.681 18.308 17.547  0.111 
 1   8.75  0.13  0.30372 -1.905 3.555  4.991  8.20  0.042 0.00 17.731 22.879 20.106 18.719 17.815 17.283  0.304 
 1   8.77  0.11  0.51141 -1.368 3.595  4.841  9.10  0.038 0.00 17.291 21.623 19.167 17.899 17.252 16.862  0.511 
 1   8.79  0.01  0.16629 -2.397 3.513  5.055  7.80  0.035 0.99 17.824 23.888 20.825 19.323 18.107 17.395  0.166 
 1   8.81  0.07  0.89551 -0.386 3.713  4.575  4.60  0.019 0.00 10.334 12.728 10.971 10.273 10.085 10.005  0.896 
 1   8.81  0.09  0.25369 -2.049 3.547  5.026  8.00  0.038 0.00 17.893 23.214 20.362 18.949 18.002 17.446  0.254 
 1   8.83 -0.13  1.45718  0.741 3.864  4.260  8.00  0.039 0.00 10.917 12.045 11.001 10.897 10.943 11.030  1.457 
 1   8.83 -0.05  0.23965 -2.079 3.552  5.050  5.70  0.020 0.00 15.668 20.884 18.043 16.633 15.737 15.212  0.240 
 1   8.83  0.35  2.63468  1.981 3.674  2.518  7.70  0.029 0.00  7.517 10.923  8.489  7.549  7.289  7.146  2.635 
 1   8.85 -0.05  0.57431 -1.187 3.617  4.796  8.40  0.041 0.00 16.136 20.135 17.720 16.504 16.032 15.747  0.574 
 1   8.85  0.25  0.15608 -2.486 3.497  5.049  7.20  0.033 0.00 18.184 24.638 21.452 19.906 18.558 17.773  0.156 
 1   8.87 -0.17  0.18919 -2.270 3.541  5.093  9.20  0.044 0.77 19.166 24.965 21.892 20.386 19.350 18.740  0.189 
 1   8.87 -0.13  0.19830 -2.224 3.546  5.089  7.60  0.031 0.00 17.931 23.334 20.390 18.939 18.022 17.486  0.198 
 1   8.87 -0.03  0.11284 -2.797 3.474  5.130  8.30  0.047 0.75 19.721 27.323 23.710 22.057 20.389 19.400  0.113 
 1   8.87  0.03  0.10027 -2.938 3.456  5.148  7.60  0.034 0.94 19.076 27.215 23.334 21.650 19.809 18.754  0.100 
 1   8.87  0.05  0.35565 -1.757 3.568  4.964  9.00  0.049 0.92 17.497 22.397 19.743 18.386 17.544 17.043  0.356 
 1   8.89 -0.07  0.32119 -1.834 3.568  4.997  7.60  0.044 0.77 16.433 21.389 18.678 17.293 16.471 15.981  0.321 
 1   8.89 -0.03  1.22047  0.332 3.804  4.353  9.00  0.049 0.00 12.939 14.279 13.188 12.868 12.815 12.838  1.220 
 1   8.89 -0.01  0.17671 -2.366 3.522  5.084  6.30  0.029 0.00 16.985 22.833 19.821 18.342 17.207 16.543  0.177 
 1   8.89  0.19  0.72298 -0.846 3.647  4.678  8.20  0.040 0.00 15.084 18.726 16.360 15.279 14.924 14.721  0.723 
 1   8.91  0.25  0.21483 -2.202 3.534  5.053  7.90  0.041 0.84 17.616 23.365 20.396 18.930 17.827 17.178  0.215 
 1   8.91  0.37  0.43763 -1.554 3.577  4.886  8.80  0.040 0.00 17.455 22.141 19.683 18.431 17.524 17.001  0.438 
 1   8.93 -0.11  0.49606 -1.375 3.601  4.860  9.70  0.041 0.00 17.907 22.063 19.637 18.363 17.820 17.489  0.496 
 1   8.93  0.11  0.64548 -1.031 3.629  4.739  7.90  0.041 0.75 14.889 18.923 16.488 15.296 14.800 14.498  0.645 
