#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.61 -0.41  0.01434 -3.275 3.312  4.064  4.80  0.018 0.00 17.758 31.458 25.552 22.977 20.404 18.369  0.014 
 1   6.67 -0.11  0.08191 -2.028 3.486  4.270  5.70  0.027 0.00 15.539 22.363 18.991 17.394 15.964 15.143  0.082 
 1   6.85 -0.07  0.21628 -2.165 3.548  5.074  7.40  0.036 0.00 17.582 22.932 20.033 18.600 17.678 17.137  0.216 
 1   7.05  0.11  0.13212 -1.804 3.492  4.279  8.60  0.051 0.80 17.275 23.922 20.697 19.132 17.714 16.884  0.132 
 1   7.27 -0.17  0.19333 -2.149 3.545  4.998  9.10  0.048 0.00 19.242 24.690 21.732 20.273 19.351 18.809  0.193 
 1   7.31 -0.37  0.08582 -2.108 3.498  4.418  7.30  0.042 0.87 16.765 23.765 20.170 18.503 17.144 16.380  0.086 
 1   7.37  0.03  0.05098 -2.569 3.441  4.423  8.50  0.044 0.00 19.692 27.670 24.090 22.450 20.543 19.411  0.051 
 1   7.37  0.49  0.04170 -2.708 3.422  4.399  8.80  0.055 0.00 20.340 28.524 25.113 23.499 21.430 20.147  0.042 
 1   7.43  0.17  0.04681 -2.673 3.430  4.448  6.40  0.027 0.00 17.853 25.897 22.433 20.821 18.822 17.608  0.047 
 1   7.45 -0.19  0.57878 -1.145 3.625  4.793  8.20  0.042 0.00 15.832 19.665 17.303 16.130 15.707 15.457  0.579 
 1   7.57  0.17  0.38240 -1.697 3.568  4.934 10.40  0.057 0.00 19.413 24.297 21.683 20.347 19.477 18.964  0.382 
 1   7.57  0.41  2.67794  1.694 4.028  4.229  6.60  0.034 0.00  7.136  8.158  7.352  7.640  7.886  8.079  2.678 
 1   7.61  0.09  0.39362 -1.660 3.573  4.929 10.50  0.041 0.00 19.419 24.160 21.599 20.276 19.448 18.956  0.394 
 1   7.63  0.01  0.76807 -0.702 3.670  4.652  8.00  0.045 0.00 14.525 17.676 15.544 14.615 14.331 14.178  0.768 
 1   7.71  0.01  0.05912 -2.779 3.440  4.694  6.70  0.031 0.88 17.780 26.035 22.327 20.677 18.696 17.516  0.059 
 1   7.73  0.19  0.12652 -2.137 3.486  4.566  9.00  0.049 0.77 18.541 25.432 22.125 20.538 19.039 18.164  0.127 
 1   7.75 -0.05  0.07090 -2.670 3.454  4.719  9.80  0.054 0.94 20.547 28.525 24.773 23.100 21.276 20.230  0.071 
 1   7.75  0.17  0.08614 -2.402 3.465  4.582  8.30  0.048 0.82 18.609 26.134 22.596 20.961 19.258 18.267  0.086 
 1   7.77  0.05  0.45350 -1.506 3.585  4.886  9.40  0.047 0.00 17.934 22.450 19.952 18.650 17.924 17.488  0.453 
 1   7.77  0.17  0.38102 -1.701 3.567  4.935  6.30  0.031 0.85 14.742 19.679 17.021 15.676 14.798 14.282  0.381 
 1   7.77  0.27  0.07664 -2.555 3.457  4.651  8.40  0.045 0.00 19.559 27.245 23.641 21.996 20.243 19.225  0.077 
 1   7.79 -0.01  0.97682 -0.212 3.739  4.540  8.60  0.045 0.00 13.900 15.914 14.415 13.832 13.680 13.627  0.977 
 1   7.83 -0.21  0.28641 -1.906 3.570  5.028  9.70  0.047 0.00 19.235 24.041 21.363 19.970 19.229 18.784  0.286 
 1   7.83  0.37  0.12230 -2.259 3.483  4.664  7.10  0.035 0.00 17.518 24.318 21.037 19.460 17.987 17.129  0.122 
 1   7.85  0.15  0.06871 -2.761 3.447  4.771  7.50  0.045 0.00 19.172 27.172 23.463 21.802 19.945 18.863  0.069 
 1   7.85  0.21  0.04993 -3.018 3.411  4.746  8.50  0.042 0.93 20.147 29.582 25.419 23.702 21.426 20.015  0.050 
 1   7.87  0.23  0.34533 -1.799 3.560  4.962  9.70  0.062 0.00 18.968 24.034 21.323 19.957 19.057 18.526  0.345 
 1   7.91 -0.03  0.35755 -1.747 3.572  4.972  7.70  0.047 0.00 16.838 21.589 18.988 17.637 16.851 16.378  0.358 
 1   7.97 -0.03  1.19854  0.253 3.797  4.398  5.70  0.025 0.00  9.837 11.181 10.081  9.742  9.683  9.703  1.199 
 1   7.97  0.03  0.06249 -2.945 3.430  4.846  5.80  0.027 0.00 17.932 26.479 22.599 20.926 18.887 17.679  0.062 
