#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   7.59  0.19  0.37491 -1.719 3.566  4.939  8.50  0.098 0.00 17.568 22.563 19.909 18.553 17.666 17.140  0.375 
 1   7.79 -0.03  0.11204 -2.258 3.490  4.652  8.50  0.109 0.80 18.332 25.232 21.911 20.307 18.838 17.978  0.112 
 1   7.79  0.05  0.51836 -1.348 3.599  4.840  9.20  0.113 0.00 17.339 21.706 19.231 17.935 17.329 16.954  0.518 
 1   7.91  0.07  1.60154  0.818 3.873  4.262 10.60  0.128 0.87 12.866 14.168 13.062 12.899 12.918 12.984  1.602 
 1   7.95 -0.03  0.12543 -2.385 3.494  4.844  7.90  0.106 0.00 18.633 25.259 22.029 20.450 19.072 18.263  0.125 
 1   8.05  0.01  0.15067 -2.330 3.505  4.912  7.20  0.072 0.00 17.796 24.055 20.958 19.430 18.148 17.394  0.151 
 1   8.07  0.05  0.18153 -2.272 3.526  5.018  9.20  0.112 0.00 19.650 25.494 22.517 21.033 19.910 19.244  0.182 
 1   8.07  0.13  0.22935 -2.143 3.540  5.047  7.30  0.079 0.00 17.427 22.959 20.051 18.606 17.597 17.002  0.229 
 1   8.09  0.25  0.05179 -3.234 3.389  4.889  6.20  0.065 0.00 19.055 29.774 24.871 23.009 20.576 19.034  0.052 
 1   8.11  0.01  0.30806 -1.881 3.561  5.000  6.40  0.070 0.77 15.356 20.504 17.738 16.340 15.449 14.919  0.308 
 1   8.13  0.19  0.18270 -2.287 3.519  5.010  6.50  0.077 0.73 16.408 22.608 19.535 18.019 16.757 16.009  0.183 
 1   8.19  0.33  0.21107 -2.217 3.533  5.057  7.40  0.086 0.85 17.053 22.870 19.893 18.415 17.299 16.638  0.211 
 1   8.21  0.17  0.45770 -1.506 3.582  4.876  6.30  0.088 0.00 14.834 19.494 16.990 15.692 14.885 14.405  0.458 
 1   8.21  0.21  0.05067 -3.336 3.371  4.909  5.90  0.065 0.89 18.415 30.677 25.006 22.878 20.344 18.612  0.051 
 1   8.27  0.09  0.29427 -1.928 3.555  5.002  8.10  0.105 0.00 17.691 22.936 20.138 18.728 17.816 17.273  0.294 
 1   8.27  0.23  0.27679 -1.994 3.546  5.006  8.40  0.100 0.00 18.156 23.587 20.713 19.280 18.313 17.740  0.277 
 1   8.29 -0.01  0.58869 -1.163 3.618  4.788  9.00  0.104 0.00 16.677 20.775 18.330 17.096 16.616 16.322  0.589 
 1   8.29  0.09  0.56711 -1.229 3.609  4.801  8.50  0.109 0.00 16.343 20.593 18.125 16.865 16.314 15.975  0.567 
 1   8.29  0.37  0.91480 -0.380 3.709  4.563  9.20  0.094 0.00 14.920 17.650 15.695 14.912 14.705 14.608  0.915 
 1   8.31 -0.37  1.60154  0.963 3.933  4.357  7.20  0.065 0.81  9.223 10.363  9.299  9.340  9.451  9.568  1.602 
 1   8.33  0.09  0.18234 -2.288 3.523  5.026  9.00  0.121 0.00 19.490 25.412 22.411 20.917 19.771 19.091  0.182 
 1   8.35 -0.07  2.50669  1.698 4.017  4.153  8.80  0.112 0.98  8.608  9.791  8.902  9.149  9.369  9.534  2.507 
 1   8.35  0.33  0.15630 -2.358 3.500  4.937  9.20  0.097 0.00 19.864 26.272 23.134 21.584 20.260 19.480  0.156 
 1   8.37  0.11  1.16211  0.160 3.780  4.409  7.50  0.095 0.76 11.626 13.412 12.084 11.588 11.468 11.436  1.162 
 1   8.37  0.17  0.09099 -2.777 3.456  4.945  7.00  0.084 0.00 18.713 26.482 22.856 21.197 19.429 18.400  0.091 
 1   8.43  0.05  0.34332 -1.793 3.566  4.976  8.20  0.104 0.77 16.939 22.044 19.314 17.922 17.042 16.516  0.343 
