#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   V      u      v      b      y      Hb_w   Hb_n     Mact
 1   9.81 -0.07  0.88877 -0.232 3.737  4.512 10.90  0.125 0.00 16.250 16.486 18.853 17.765 16.957 16.462 16.717 13.596  0.889 
 1   9.81 -0.07  1.03870  0.233 3.775  4.270 12.20  0.138 0.00 16.388 16.557 18.559 17.579 16.956 16.538 16.747 13.645  1.039 
 1   9.81 -0.05  1.05498  0.285 3.775  4.220 10.70  0.142 0.85 14.456 14.646 16.740 15.729 15.065 14.626 14.847 11.742  1.055 
 1   9.81 -0.05  1.10662  0.447 3.777  4.090 12.60  0.120 0.00 16.252 16.396 18.399 17.399 16.788 16.378 16.581 13.482  1.107 
 1   9.81 -0.01  0.86363 -0.331 3.721  4.537  9.50  0.110 0.00 15.097 15.362 17.929 16.757 15.859 15.334 15.609 12.484  0.864 
 1   9.81 -0.01  1.08769  0.389 3.773  4.123 11.20  0.129 0.00 14.998 15.156 17.209 16.197 15.560 15.137 15.348 12.247  1.088 
 1   9.81  0.01  1.04868  0.219 3.771  4.271 10.80  0.143 0.00 15.023 15.198 17.271 16.263 15.609 15.179 15.394 12.292  1.049 
 1   9.81  0.01  1.59346  1.683 3.665  2.435 11.20  0.132 0.74 11.762 12.289 15.801 14.248 12.989 12.263 12.653  9.534  1.184 
 1   9.81  0.05  1.04153  0.183 3.768  4.289 10.20  0.139 0.90 14.081 14.273 16.464 15.422 14.708 14.253 14.483 11.376  1.042 
 1   9.81  0.09  1.16821  0.610 3.685  3.583 11.00  0.115 0.00 14.245 14.659 17.782 16.383 15.265 14.627 14.970 11.843  1.168 
 1   9.81  0.09  1.03315  0.145 3.764  4.308 11.80  0.129 0.00 16.208 16.380 18.548 17.510 16.807 16.360 16.584 13.479  1.033 
 1   9.81  0.11  1.03748  0.150 3.763  4.302 12.00  0.110 0.00 16.395 16.548 18.723 17.682 16.974 16.528 16.751 13.646  1.037 
 1   9.81  0.13  0.89314 -0.288 3.722  4.509 11.10  0.132 0.73 16.385 16.745 19.474 18.239 17.276 16.711 17.016 13.888  0.893 
 1   9.83 -0.73  0.83364 -0.103 3.775  4.506 11.60  0.141 0.00 16.627 16.848 18.619 17.791 17.244 16.831 17.034 13.921  0.834 
 1   9.83 -0.69  1.09234  0.046 3.787  4.432 11.10  0.124 0.80 15.753 15.945 17.650 16.818 16.311 15.927 16.115 13.012  0.879 
 1   9.83 -0.65  0.73900 -0.446 3.729  4.613  9.50  0.113 0.98 14.706 14.981 17.260 16.230 15.459 14.958 15.219 12.088  0.739 
 1   9.83 -0.61  1.02844  0.551 3.807  4.074 12.90  0.134 0.00 16.293 16.466 18.164 17.247 16.795 16.450 16.620 13.537  1.028 
 1   9.83 -0.57  0.89090  0.007 3.781  4.451 11.70  0.122 0.87 16.063 16.267 18.136 17.254 16.668 16.248 16.457 13.345  0.891 
 1   9.83 -0.57  0.89909  0.034 3.784  4.439 12.00  0.132 0.00 16.686 16.880 18.642 17.788 17.256 16.862 17.055 13.950  0.899 
 1   9.83 -0.57  1.00191  0.369 3.806  4.241 12.90  0.122 0.74 16.598 16.776 18.509 17.611 17.123 16.758 16.939 13.849  1.002 
 1   9.83 -0.53  0.74955 -0.463 3.722  4.609 10.10  0.113 0.94 15.447 15.756 18.206 17.094 16.251 15.728 16.006 12.872  0.750 
 1   9.83 -0.53  1.02901  0.470 3.809  4.162 10.60  0.135 0.82 13.962 14.140 15.877 14.966 14.484 14.123 14.302 11.215  1.029 
 1   9.83 -0.53  1.01026  0.360 3.803  4.242 12.00  0.109 0.72 15.740 15.905 17.644 16.747 16.253 15.887 16.068 12.976  1.010 
 1   9.83 -0.51  0.82231 -0.239 3.752  4.545 10.70  0.138 0.00 16.068 16.301 18.337 17.403 16.737 16.281 16.512 13.390  0.822 
 1   9.83 -0.51  0.79313 -0.332 3.739  4.572 10.80  0.092 0.00 16.399 16.613 18.756 17.777 17.061 16.591 16.830 13.705  0.793 
 1   9.83 -0.49  1.01961  0.377 3.798  4.210 11.10  0.138 0.00 14.928 15.105 16.836 15.940 15.453 15.088 15.267 12.176  1.020 
 1   9.83 -0.49  0.88443 -0.053 3.773  4.474 11.80  0.099 0.00 16.702 16.866 18.699 17.829 17.256 16.848 17.048 13.936  0.884 
 1   9.83 -0.49  1.00959  0.343 3.800  4.245 12.50  0.138 0.00 16.412 16.589 18.307 17.418 16.935 16.572 16.750 13.659  1.010 
 1   9.83 -0.47  1.07723  0.607 3.732  3.735 10.20  0.124 0.00 13.452 13.711 15.990 14.930 14.190 13.692 13.948 10.826  1.077 
 1   9.83 -0.45  0.52036 -1.209 3.628  4.823  8.00  0.102 0.00 15.793 16.574 20.149 18.530 17.281 16.511 16.987 13.804  0.520 
 1   9.83 -0.45  0.65003 -0.815 3.670  4.693  8.90  0.110 0.74 15.411 15.992 19.136 17.702 16.593 15.939 16.323 13.161  0.650 
 1   9.83 -0.41  1.01261  0.342 3.790  4.208 10.20  0.099 0.00 14.116 14.255 16.034 15.130 14.611 14.238 14.420 11.323  1.013 
 1   9.83 -0.41  1.01515  0.350 3.790  4.199 10.90  0.138 0.78 14.603 14.795 16.661 15.733 15.176 14.777 14.976 11.875  1.015 
 1   9.83 -0.39  0.75154 -0.508 3.711  4.614 10.30  0.124 0.00 16.340 16.664 19.208 18.050 17.169 16.634 16.920 13.786  0.752 
 1   9.83 -0.39  1.03220  0.489 3.792  4.076 11.60  0.118 0.93 14.699 14.854 16.654 15.734 15.213 14.836 15.021 11.926  1.032 
 1   9.83 -0.37  1.00601  0.315 3.792  4.240 12.20  0.122 0.00 16.183 16.340 18.130 17.219 16.698 16.322 16.507 13.412  1.006 
 1   9.83 -0.35  0.68933 -0.729 3.677  4.660  9.30  0.118 0.00 15.892 16.370 19.377 17.997 16.930 16.321 16.668 13.516  0.689 
 1   9.83 -0.35  1.21186  0.483 3.796  4.107 10.90  0.123 0.87 14.463 14.614 16.405 15.470 14.963 14.596 14.777 11.686  1.050 
 1   9.83 -0.33  0.81140 -0.339 3.734  4.569 10.20  0.130 0.00 15.817 16.075 18.372 17.323 16.545 16.052 16.307 13.182  0.811 
 1   9.83 -0.33  1.12498  2.479 3.626  1.461 11.50  0.108 0.00 10.072 10.838 14.966 13.125 11.657 10.811 11.284  8.162  1.125 
 1   9.83 -0.29  0.79246 -0.420 3.721  4.585  9.80  0.129 0.73 15.402 15.769 18.330 17.174 16.285 15.737 16.034 12.899  0.792 
 1   9.83 -0.29  0.94019  0.024 3.773  4.424 10.90  0.105 0.00 15.609 15.765 17.677 16.760 16.159 15.746 15.950 12.842  0.940 
 1   9.83 -0.29  1.02289  0.286 3.789  4.264 11.00  0.114 0.00 15.055 15.201 17.027 16.105 15.565 15.183 15.371 12.275  1.023 
 1   9.83 -0.29  1.13982  2.472 5.066  6.951 12.30  0.134 0.83 10.887 16.642 17.058 17.040 16.821 16.628 16.673 13.539  0.593 
 1   9.83 -0.29  1.04176  0.333 3.786  4.211 12.40  0.134 0.00 16.337 16.506 18.372 17.435 16.881 16.488 16.682 13.584  1.042 
 1   9.83 -0.29  1.09991  0.578 3.754  3.865 12.80  0.120 0.00 16.125 16.322 18.441 17.423 16.756 16.303 16.530 13.417  1.100 
 1   9.83 -0.27  0.94130  0.016 3.771  4.426 10.20  0.117 0.00 14.930 15.099 17.040 16.112 15.499 15.080 15.288 12.179  0.941 
 1   9.83 -0.27  1.13658  1.790 3.656  2.273 11.20  0.145 0.00 11.495 12.089 15.596 14.039 12.798 12.063 12.466  9.344  1.137 
 1   9.83 -0.27  1.54018  0.873 3.694  3.339 11.80  0.135 0.73 14.389 14.779 17.626 16.342 15.358 14.754 15.077 11.953  1.126 
 1   9.83 -0.25  0.94181  0.007 3.769  4.429 10.90  0.122 0.73 15.481 15.702 17.750 16.786 16.124 15.678 15.906 12.792  0.942 
 1   9.83 -0.25  1.39146  0.221 3.786  4.313 12.50  0.142 0.73 16.718 16.893 18.764 17.832 17.270 16.875 17.071 13.974  1.014 
 1   9.83 -0.23  0.71474 -0.694 3.678  4.644  8.50  0.117 0.78 14.682 15.240 18.388 16.950 15.834 15.187 15.565 12.406  0.715 
 1   9.83 -0.23  0.68587 -0.783 3.666  4.667  9.40  0.106 0.00 16.126 16.665 19.864 18.393 17.252 16.609 16.986 13.823  0.686 
 1   9.83 -0.23  0.96982  0.078 3.775  4.393 11.50  0.105 0.00 16.075 16.223 18.139 17.212 16.613 16.204 16.406 13.300  0.970 
 1   9.83 -0.21  0.93564 -0.029 3.764  4.441  9.50  0.124 0.00 14.342 14.525 16.555 15.594 14.941 14.506 14.724 11.613  0.936 
 1   9.83 -0.19  0.83311 -0.339 3.728  4.556 11.30  0.124 0.90 16.433 16.745 19.296 18.137 17.247 16.714 16.998 13.867  0.833 
 1   9.83 -0.19  1.47661  1.188 3.680  2.976 11.60  0.130 0.78 13.400 13.849 16.958 15.569 14.476 13.824 14.175 11.052  1.152 
 1   9.83 -0.17  0.80403 -0.437 3.713  4.579  8.70  0.124 0.00 14.563 14.877 17.490 16.300 15.386 14.846 15.134 12.003  0.804 
 1   9.83 -0.17  0.75948 -0.576 3.693  4.613  9.30  0.121 0.00 15.509 15.906 18.775 17.465 16.447 15.865 16.187 13.045  0.759 
 1   9.83 -0.17  1.01748  0.194 3.781  4.320 11.30  0.119 0.00 15.584 15.736 17.652 16.706 16.119 15.717 15.916 12.815  1.017 
 1   9.83 -0.17  1.05232  0.274 3.781  4.255 11.40  0.112 0.00 15.485 15.629 17.547 16.595 16.010 15.610 15.808 12.708  1.052 
 1   9.83 -0.17  1.25073  0.224 3.781  4.298 12.00  0.144 0.82 16.209 16.385 18.314 17.361 16.772 16.366 16.569 13.469  1.030 
 1   9.83 -0.17  1.01095  0.176 3.780  4.331 13.00  0.124 0.96 16.725 16.888 18.844 17.893 17.283 16.869 17.075 13.971  1.011 
 1   9.83 -0.15  0.82623 -0.378 3.721  4.562 10.60  0.127 0.73 16.102 16.465 19.079 17.897 16.985 16.433 16.733 13.599  0.826 
 1   9.83 -0.15  0.94706 -0.018 3.763  4.428 11.50  0.119 0.00 16.314 16.492 18.557 17.579 16.910 16.472 16.691 13.581  0.947 
 1   9.83 -0.15  1.05149  0.266 3.778  4.253 11.70  0.131 0.77 15.611 15.799 17.828 16.844 16.207 15.779 15.994 12.889  1.051 
 1   9.83 -0.15  0.95509  0.006 3.765  4.417 11.80  0.138 0.00 16.555 16.748 18.806 17.828 17.167 16.728 16.949 13.840  0.955 
 1   9.83 -0.15  1.12809  0.560 3.762  3.925 13.20  0.146 0.87 16.259 16.457 18.549 17.534 16.880 16.439 16.660 13.553  1.128 
 1   9.83 -0.13  0.82379 -0.394 3.718  4.564 10.50  0.138 0.00 16.255 16.565 19.147 17.972 17.072 16.536 16.820 13.692  0.824 
 1   9.83 -0.11  0.89596 -0.185 3.743  4.495 11.30  0.125 0.93 15.994 16.242 18.616 17.527 16.716 16.217 16.475 13.353  0.896 
 1   9.83 -0.09  0.72087 -0.726 3.669  4.643  9.00  0.116 0.00 15.585 16.119 19.348 17.863 16.707 16.063 16.440 13.279  0.721 
 1   9.83 -0.09  0.98450  0.082 3.768  4.368 10.40  0.125 0.00 14.966 15.135 17.179 16.197 15.546 15.116 15.331 12.224  0.984 
 1   9.83 -0.07  1.10118  0.453 3.777  4.083 10.30  0.120 0.81 13.732 13.891 15.938 14.930 14.295 13.872 14.083 10.981  1.101 
 1   9.83 -0.07  1.07795  0.378 3.776  4.144 12.70  0.130 0.90 16.122 16.288 18.320 17.325 16.692 16.269 16.480 13.377  1.078 
 1   9.83 -0.05  0.96087 -0.002 3.759  4.405 10.00  0.097 0.73 14.616 14.823 17.021 15.991 15.262 14.798 15.037 11.921  0.961 
 1   9.83  0.01  1.00696  0.105 3.765  4.341 12.60  0.152 0.98 16.445 16.647 18.802 17.776 17.078 16.627 16.855 13.748  1.007 
 1   9.83  0.05  1.06809  0.287 3.769  4.203 12.20  0.135 0.00 16.251 16.420 18.529 17.502 16.835 16.400 16.618 13.516  1.068 
 1   9.83  0.13  1.13986  0.479 3.736  3.904 10.70  0.106 0.00 14.273 14.482 16.973 15.815 14.972 14.460 14.720 11.608  1.140 
 1   9.85 -0.75  1.07580 -0.155 3.769  4.528 11.30  0.098 0.76 16.454 16.641 18.421 17.592 17.034 16.623 16.824 13.709  0.814 
 1   9.85 -0.65  0.79115 -0.265 3.752  4.555 10.10  0.117 0.89 15.087 15.338 17.440 16.488 15.790 15.317 15.559 12.433  0.791 
 1   9.85 -0.61  0.89341  0.055 3.786  4.424  8.90  0.114 0.82 13.248 13.446 15.275 14.402 13.837 13.427 13.631 10.522  0.893 
 1   9.85 -0.53  0.90224  0.034 3.782  4.434  9.80  0.107 0.00 14.485 14.651 16.418 15.561 15.025 14.633 14.824 11.719  0.902 
 1   9.85 -0.53  0.86645 -0.081 3.771  4.485 11.10  0.118 0.00 16.073 16.262 18.112 17.240 16.660 16.244 16.449 13.336  0.866 
 1   9.85 -0.51  1.06299  0.631 3.752  3.787 11.10  0.122 0.92 13.899 14.098 16.028 15.086 14.502 14.080 14.290 11.181  1.063 
 1   9.85 -0.51  0.99717  0.327 3.800  4.258 12.20  0.129 0.00 16.153 16.322 18.026 17.144 16.665 16.305 16.481 13.391  0.997 
 1   9.85 -0.51  1.06314  0.630 3.751  3.784 13.00  0.133 0.79 16.040 16.267 18.324 17.347 16.703 16.248 16.477 13.359  1.063 
 1   9.85 -0.49  0.74691 -0.483 3.718  4.611  7.20  0.113 0.00 13.177 13.469 15.885 14.787 13.958 13.442 13.714 10.582  0.747 
 1   9.85 -0.49  0.82112 -0.243 3.751  4.543  9.50  0.120 0.00 14.877 15.092 17.135 16.197 15.527 15.073 15.302 12.180  0.821 
 1   9.85 -0.49  0.80740 -0.287 3.745  4.557  9.90  0.126 0.00 15.387 15.622 17.732 16.767 16.068 15.601 15.839 12.715  0.807 
 1   9.85 -0.43  0.65872 -0.792 3.673  4.685  9.10  0.144 0.00 15.850 16.379 19.432 18.032 16.953 16.329 16.688 13.532  0.659 
 1   9.85 -0.43  0.94200  0.126 3.786  4.377 11.70  0.143 0.79 15.937 16.154 18.048 17.133 16.550 16.135 16.344 13.238  0.942 
 1   9.85 -0.43  1.08012  1.602 3.674  2.510 11.80  0.105 0.74 12.552 12.998 16.081 14.698 13.630 12.976 13.330 10.208  1.080 
 1   9.85 -0.43  0.91737  0.045 3.780  4.420 11.80  0.094 0.89 16.032 16.196 18.088 17.187 16.591 16.177 16.382 13.270  0.917 
 1   9.85 -0.43  1.07459  1.032 3.695  3.165 13.20  0.141 0.00 15.389 15.780 18.543 17.290 16.352 15.758 16.076 12.952  1.075 
 1   9.85 -0.41  0.95709  0.184 3.788  4.335 11.90  0.117 0.00 16.209 16.370 18.154 17.264 16.735 16.352 16.540 13.441  0.957 
 1   9.85 -0.39  0.86400 -0.131 3.761  4.495 11.50  0.108 0.00 16.598 16.782 18.762 17.836 17.197 16.763 16.979 13.863  0.864 
 1   9.85 -0.37  0.79797 -0.355 3.734  4.575  9.60  0.119 0.00 15.257 15.506 17.788 16.747 15.974 15.483 15.736 12.611  0.798 
 1   9.85 -0.35  0.64807 -0.854 3.662  4.697  7.50  0.090 0.00 14.406 14.955 18.152 16.682 15.544 14.898 15.278 12.113  0.648 
 1   9.85 -0.35  1.11023  0.524 3.787  4.032 11.80  0.125 0.95 15.226 15.417 17.252 16.314 15.782 15.399 15.588 12.492  1.052 
 1   9.85 -0.31  0.97350  0.173 3.785  4.339 10.10  0.124 0.00 14.437 14.599 16.442 15.529 14.973 14.581 14.774 11.675  0.974 
 1   9.85 -0.31  1.02529  0.319 3.784  4.213 12.30  0.118 0.00 16.272 16.427 18.283 17.354 16.801 16.409 16.602 13.503  1.025 
 1   9.85 -0.31  1.11283  1.728 3.681  2.427 12.80  0.140 0.00 13.249 13.694 16.806 15.404 14.331 13.673 14.025 10.907  1.113 
 1   9.85 -0.31  1.11611  1.745 3.685  2.427 13.30  0.110 0.00 13.708 14.104 17.148 15.769 14.724 14.084 14.424 11.306  1.116 
 1   9.85 -0.27  1.13283  2.455 5.062  6.947 10.40  0.124 0.89  9.025 14.411 15.045 14.903 14.627 14.396 14.472 11.350  0.591 
 1   9.85 -0.27  0.93290  0.004 3.770  4.428 12.30  0.100 0.99 16.338 16.494 18.449 17.517 16.895 16.475 16.683 13.573  0.933 
 1   9.85 -0.25  0.85364 -0.242 3.743  4.527  8.60  0.128 0.00 13.975 14.206 16.437 15.412 14.663 14.184 14.429 11.308  0.854 
 1   9.85 -0.25  0.80729 -0.385 3.724  4.572 10.60  0.142 0.74 16.117 16.485 19.032 17.883 17.000 16.454 16.750 13.616  0.807 
 1   9.85 -0.23  0.87734 -0.180 3.749  4.502 10.20  0.125 0.00 15.421 15.634 17.801 16.799 16.079 15.613 15.850 12.731  0.877 
 1   9.85 -0.21  0.86178 -0.236 3.742  4.522  9.30  0.125 0.00 14.659 14.888 17.144 16.106 15.347 14.866 15.112 11.992  0.862 
 1   9.85 -0.21  1.22958  0.424 3.787  4.137 12.30  0.133 0.87 16.009 16.169 18.060 17.099 16.541 16.151 16.344 13.250  1.070 
 1   9.85 -0.19  0.56433 -1.147 3.624  4.780  8.40  0.103 0.85 15.541 16.435 20.184 18.456 17.186 16.369 16.891 13.705  0.564 
 1   9.85 -0.19  1.15307  2.518 5.066  6.900  9.70  0.131 0.00  8.176 15.036 14.527 14.823 14.909 15.031 14.833 11.665  0.590 
 1   9.85 -0.17  0.68104 -0.815 3.660  4.672  8.60  0.114 0.97 14.735 15.350 18.705 17.161 15.964 15.288 15.694 12.523  0.681 
 1   9.85 -0.17  0.93604 -0.031 3.762  4.434 11.80  0.117 0.90 16.182 16.383 18.543 17.535 16.821 16.362 16.595 13.479  0.936 
 1   9.85 -0.15  0.68605 -0.808 3.660  4.668  8.70  0.097 0.95 14.857 15.465 18.834 17.282 16.080 15.403 15.811 12.638  0.686 
 1   9.85 -0.15  1.31764  0.514 3.714  3.779 11.30  0.151 0.86 14.786 15.116 17.756 16.554 15.651 15.092 15.386 12.264  1.130 
 1   9.85 -0.15  1.08879  0.455 3.783  4.098 13.10  0.134 0.00 16.733 16.893 18.833 17.854 17.275 16.875 17.073 13.977  1.089 
 1   9.85 -0.13  1.39437  0.402 3.780  4.132 10.60  0.135 0.77 14.365 14.528 16.493 15.512 14.917 14.510 14.712 11.613  1.076 
 1   9.85 -0.13  1.14954  1.108 3.679  3.054 12.20  0.117 0.00 14.200 14.637 17.764 16.368 15.262 14.611 14.961 11.837  1.150 
 1   9.85 -0.13  1.02573  0.234 3.777  4.271 12.40  0.140 0.00 16.586 16.758 18.727 17.760 17.153 16.739 16.945 13.844  1.026 
 1   9.85 -0.13  1.09515  0.468 3.780  4.078 12.60  0.131 0.00 16.201 16.359 18.322 17.335 16.746 16.341 16.542 13.444  1.095 
 1   9.85 -0.11  1.11930  0.534 3.763  3.952 11.90  0.136 0.00 15.336 15.523 17.643 16.610 15.948 15.505 15.727 12.621  1.119 
 1   9.85 -0.09  1.03126  0.248 3.775  4.248 12.30  0.124 0.87 16.109 16.283 18.347 17.352 16.696 16.263 16.480 13.373  1.031 
 1   9.85 -0.07  1.06805  0.368 3.775  4.144  7.80  0.111 0.00 11.651 11.792 13.794 12.804 12.187 11.773 11.978  8.877  1.068 
 1   9.85 -0.01  1.16397  2.440 5.046  6.892 11.70  0.126 0.00 10.369 17.082 16.573 16.868 16.954 17.077 16.878 13.711  0.581 
 1   9.85 -0.01  1.14830  1.343 3.663  2.752 12.20  0.122 0.94 13.494 13.985 17.108 15.737 14.626 13.956 14.320 11.198  1.148 
 1   9.85 -0.01  1.09917  0.464 3.764  4.016 13.20  0.123 0.82 16.605 16.784 18.963 17.911 17.215 16.764 16.991 13.884  1.099 
 1   9.85  0.05  0.89477 -0.244 3.730  4.499  7.80  0.115 0.00 13.181 13.422 15.919 14.776 13.909 13.396 13.661 10.541  0.895 
 1   9.85  0.05  0.85874 -0.353 3.716  4.535 10.80  0.123 0.87 16.045 16.415 19.223 17.949 16.950 16.377 16.691 13.555  0.859 
 1   9.85  0.07  0.83587 -0.427 3.706  4.555 10.50  0.117 0.98 15.650 15.999 18.859 17.557 16.535 15.961 16.272 13.138  0.836 
 1   9.85  0.09  1.04236  0.203 3.764  4.255 10.40  0.118 0.76 14.489 14.684 16.922 15.858 15.124 14.661 14.897 11.788  1.042 
 1   9.85  0.11  1.07496  0.309 3.765  4.165 12.70  0.134 0.00 16.697 16.869 19.050 17.995 17.296 16.849 17.073 13.971  1.075 
 1   9.85  0.17  0.97766 -0.022 3.747  4.385 11.30  0.136 0.00 16.125 16.334 18.707 17.605 16.801 16.312 16.561 13.449  0.978 
 1   9.85  0.19  1.04772  0.183 3.758  4.254 11.30  0.113 0.00 15.613 15.773 18.037 16.961 16.214 15.753 15.984 12.879  1.048 
 1   9.85  0.21  1.15244  0.647 3.677  3.505 12.40  0.120 0.92 15.198 15.568 18.418 17.145 16.136 15.538 15.857 12.738  1.152 
 1   9.87 -0.73  0.95073  0.405 3.807  4.183 10.90  0.121 0.00 14.658 14.831 16.480 15.604 15.159 14.814 14.983 11.898  0.951 
 1   9.87 -0.63  0.75692 -0.383 3.736  4.590 10.80  0.138 0.71 16.338 16.668 18.925 17.913 17.151 16.642 16.911 13.779  0.757 
 1   9.87 -0.61  1.04663  0.938 3.708  3.299 10.70  0.157 0.00 13.124 13.488 16.017 14.860 14.026 13.468 13.764 10.639  1.047 
 1   9.87 -0.59  0.92163  0.157 3.793  4.365 11.50  0.133 0.00 15.877 16.064 17.775 16.920 16.422 16.047 16.231 13.133  0.922 
 1   9.87 -0.59  1.05979  1.490 3.687  2.668 13.20  0.136 0.73 14.229 14.646 17.475 16.189 15.239 14.627 14.956 11.833  1.060 
 1   9.87 -0.57  0.98038  0.345 3.803  4.241 12.60  0.136 0.00 16.508 16.687 18.379 17.497 17.027 16.670 16.845 13.757  0.980 
 1   9.87 -0.55  0.89644  0.040 3.783  4.427 11.60  0.132 0.00 16.269 16.462 18.236 17.377 16.840 16.444 16.639 13.533  0.896 
 1   9.87 -0.55  0.96706  0.281 3.801  4.290 13.00  0.142 0.88 16.705 16.900 18.649 17.773 17.264 16.883 17.071 13.973  0.967 
 1   9.87 -0.53  0.88188 -0.019 3.777  4.455 11.80  0.126 0.96 15.993 16.189 18.037 17.163 16.586 16.170 16.375 13.263  0.882 
 1   9.87 -0.51  1.01778  0.479 3.802  4.119 12.80  0.108 0.00 16.372 16.517 18.225 17.320 16.851 16.500 16.671 13.582  1.018 
 1   9.87 -0.51  1.07840  1.763 3.697  2.442 13.20  0.119 0.00 13.563 13.919 16.696 15.411 14.495 13.901 14.216 11.095  1.078 
 1   9.87 -0.49  0.95866  0.213 3.795  4.331 11.40  0.108 0.00 15.638 15.790 17.508 16.638 16.140 15.773 15.952 12.856  0.959 
 1   9.87 -0.49  1.00616  0.419 3.802  4.177 13.00  0.131 0.00 16.723 16.890 18.607 17.703 17.229 16.873 17.047 13.960  1.006 
 1   9.87 -0.47  0.81672 -0.256 3.748  4.545 11.30  0.120 0.90 16.237 16.490 18.689 17.688 16.950 16.467 16.716 13.590  0.817 
 1   9.87 -0.47  1.05065  0.593 3.745  3.794 12.60  0.129 0.00 15.887 16.120 18.258 17.247 16.570 16.102 16.339 13.220  1.051 
 1   9.87 -0.45  1.04345  0.592 3.768  3.881 11.80  0.148 0.00 15.091 15.304 17.271 16.304 15.713 15.286 15.499 12.390  1.043 
 1   9.87 -0.45  1.00188  0.376 3.796  4.191 12.60  0.117 0.82 16.189 16.355 18.155 17.246 16.720 16.337 16.526 13.427  1.002 
 1   9.87 -0.41  0.52971 -1.189 3.628  4.811  7.50  0.090 0.96 14.559 15.349 18.953 17.318 16.062 15.285 15.768 12.584  0.530 
 1   9.87 -0.37  0.92780  0.102 3.781  4.374 10.30  0.130 0.00 14.816 14.994 16.839 15.938 15.376 14.975 15.173 12.070  0.928 
 1   9.87 -0.37  1.01926  0.449 3.792  4.113 12.70  0.100 0.00 16.347 16.480 18.271 17.345 16.832 16.463 16.643 13.549  1.019 
 1   9.87 -0.37  1.30394  0.347 3.784  4.174 12.80  0.130 0.77 16.704 16.877 18.727 17.801 17.253 16.859 17.053 13.953  1.005 
 1   9.87 -0.35  0.61121 -0.970 3.648  4.730  8.80  0.100 0.87 15.484 16.193 19.659 18.075 16.852 16.129 16.572 13.393  0.611 
 1   9.87 -0.35  1.06791  0.707 3.702  3.513 11.10  0.128 0.77 13.999 14.340 16.971 15.781 14.882 14.317 14.616 11.491  1.068 
 1   9.87 -0.35  1.01545  0.367 3.785  4.163 11.20  0.122 0.00 15.053 15.216 17.064 16.135 15.588 15.198 15.390 12.291  1.015 
 1   9.87 -0.35  1.05116  0.549 3.762  3.906 11.60  0.113 0.00 14.999 15.180 17.204 16.218 15.594 15.161 15.376 12.266  1.051 
 1   9.87 -0.33  0.97716  0.221 3.787  4.302 11.20  0.111 0.00 15.418 15.567 17.386 16.476 15.933 15.549 15.738 12.640  0.977 
 1   9.87 -0.31  1.06994  0.545 3.748  3.859 12.60  0.118 0.00 16.008 16.217 18.386 17.357 16.664 16.198 16.432 13.317  1.070 
 1   9.87 -0.29  0.87435 -0.150 3.754  4.493 10.70  0.118 0.00 15.844 16.042 18.126 17.157 16.474 16.022 16.249 13.132  0.874 
 1   9.87 -0.29  1.32428  0.450 3.789  4.109 12.20  0.129 0.79 15.846 16.005 17.861 16.912 16.372 15.988 16.177 13.083  1.046 
 1   9.87 -0.27  1.10828  1.543 3.668  2.558 14.10  0.133 0.00 15.013 15.525 18.805 17.343 16.189 15.500 15.874 12.752  1.108 
 1   9.87 -0.25  1.11276  1.407 3.673  2.714 11.70  0.102 0.00 12.953 13.407 16.596 15.172 14.049 13.382 13.742 10.620  1.113 
 1   9.87 -0.25  1.29319  0.476 3.786  4.077 12.20  0.139 0.82 15.781 15.951 17.848 16.884 16.327 15.933 16.128 13.032  1.064 
 1   9.87 -0.23  0.80685 -0.390 3.722  4.569 10.10  0.126 0.00 15.844 16.128 18.603 17.477 16.621 16.101 16.374 13.246  0.807 
 1   9.87 -0.23  1.29237  0.779 3.694  3.426 11.00  0.141 0.86 13.822 14.219 17.082 15.793 14.799 14.194 14.518 11.393  1.110 
 1   9.87 -0.23  0.86652 -0.204 3.746  4.509 11.20  0.144 0.86 16.109 16.397 18.741 17.672 16.874 16.371 16.635 13.510  0.867 
 1   9.87 -0.23  1.10809  0.716 3.696  3.498 12.20  0.138 0.00 15.181 15.565 18.391 17.118 16.137 15.540 15.859 12.734  1.108 
 1   9.87 -0.23  1.04547  0.325 3.778  4.192 12.80  0.121 0.79 16.533 16.708 18.695 17.728 17.110 16.689 16.899 13.794  1.045 
 1   9.87 -0.21  0.97952  0.130 3.777  4.352 11.30  0.133 0.73 15.596 15.805 17.811 16.849 16.215 15.783 16.002 12.894  0.980 
 1   9.87 -0.21  1.05521  0.367 3.782  4.167 12.50  0.132 0.00 16.351 16.515 18.434 17.475 16.898 16.497 16.696 13.597  1.055 
 1   9.87 -0.17  0.86503 -0.235 3.740  4.516 10.60  0.131 0.00 15.958 16.197 18.492 17.437 16.661 16.174 16.424 13.304  0.865 
 1   9.87 -0.17  1.03016  0.282 3.781  4.238 11.60  0.116 0.70 15.556 15.732 17.709 16.738 16.127 15.711 15.920 12.816  1.030 
 1   9.87 -0.13  1.09364  0.488 3.774  4.031 12.30  0.100 0.00 15.850 15.984 17.974 16.984 16.377 15.966 16.168 13.066  1.094 
 1   9.87 -0.13  1.09702  0.499 3.772  4.015 12.40  0.119 0.89 15.570 15.729 17.745 16.754 16.131 15.710 15.919 12.815  1.097 
