#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z        Mact
 1   6.67 -0.11  0.55738 -1.218 3.616  4.810  9.40  2.428 0.00 17.216 24.949 21.679 19.662 18.739 17.999  0.557 
 1   6.67  0.11  0.33670 -1.816 3.562  4.976  9.10  1.897 0.00 18.410 26.303 22.939 20.957 19.738 18.870  0.337 
 1   6.67  0.33  0.33048 -1.840 3.557  4.972  8.70  1.969 0.00 18.070 26.197 22.762 20.749 19.473 18.570  0.330 
 1   6.91 -0.05  2.96316  1.897 4.090  4.318 11.60  3.063 0.00 11.626 17.498 15.830 15.138 14.831 14.470  2.963 
 1   6.91 -0.01  0.05435 -2.344 3.454  4.278  7.00  1.205 0.00 17.630 27.259 23.179 21.136 19.130 17.873  0.054 
 1   7.01  0.01  0.49331 -1.408 3.594  4.863  9.80  2.146 0.73 17.676 25.423 22.160 20.154 19.084 18.272  0.493 
 1   7.31  0.11  0.82301 -0.586 3.683  4.617  9.50  2.569 0.98 15.019 21.994 18.992 17.265 16.532 15.916  0.823 
 1   7.35  0.27  1.12934  0.063 3.766  4.437  8.70  1.977 0.76 13.064 18.035 15.865 14.661 14.165 13.759  1.129 
 1   7.41  0.37  2.37897  1.493 3.994  4.245 11.00  3.021 0.00 12.037 17.748 15.727 14.976 14.641 14.251  2.379 
 1   7.47 -0.01  0.10528 -2.062 3.489  4.425  8.10  1.488 0.00 18.026 26.948 23.186 21.137 19.446 18.343  0.105 
 1   7.51  0.27  3.16102  1.977 4.077  4.213  8.40  2.015 0.92  7.635 11.793 10.428 10.079  9.966  9.796  3.161 
 1   7.53  0.19  1.01705 -0.155 3.740  4.507 11.00  2.823 0.00 16.158 22.600 20.022 18.492 17.823 17.245  1.017 
 1   7.55  0.07  1.49048  0.674 3.848  4.274  9.80  2.682 0.00 12.885 18.200 16.180 15.131 14.655 14.225  1.490 
 1   7.57 -0.01  0.07504 -2.417 3.465  4.537  7.50  1.475 0.97 17.630 27.345 23.296 21.186 19.235 17.987  0.075 
 1   7.61  0.25  0.66675 -0.997 3.632  4.731  7.80  1.537 0.00 15.062 21.325 18.336 16.677 15.964 15.423  0.667 
 1   7.63  0.15  0.75462 -0.765 3.659  4.662  8.90  2.358 0.00 15.583 22.645 19.527 17.739 16.985 16.367  0.755 
 1   7.63  0.21  0.37850 -1.710 3.566  4.936  7.70  1.693 0.00 16.745 24.237 21.011 19.125 17.935 17.103  0.378 
 1   7.63  0.29  0.63235 -1.084 3.623  4.759 10.20  2.780 0.00 17.679 26.034 22.565 20.457 19.457 18.644  0.632 
 1   7.65 -0.07  0.16811 -2.011 3.516  4.669  8.80  2.301 0.96 17.886 27.371 23.504 21.251 19.675 18.569  0.162 
 1   7.67  0.21  0.97990 -0.236 3.729  4.528  9.20  2.534 0.87 14.122 20.469 17.793 16.247 15.589 15.032  0.980 
 1   7.69 -0.11  1.22927  0.319 3.810  4.397  7.60  1.537 0.97 10.896 14.536 12.937 12.133 11.803 11.543  1.229 
 1   7.69  0.19  0.11551 -2.160 3.482  4.533  7.10  1.315 0.00 17.270 26.126 22.364 20.355 18.625 17.513  0.116 
 1   7.69  0.23  0.26850 -2.020 3.545  5.011  7.30  1.689 0.00 17.120 25.078 21.618 19.649 18.370 17.487  0.268 
 1   7.71  0.13  0.66457 -0.991 3.633  4.732  9.20  2.249 0.77 16.071 23.500 20.280 18.369 17.479 16.771  0.665 
 1   7.71  0.25  0.31376 -1.886 3.554  4.982  8.70  2.145 0.75 17.699 26.289 22.705 20.597 19.250 18.289  0.314 
 1   7.71  0.41  0.51098 -1.379 3.592  4.839  9.90  2.282 0.94 17.457 25.480 22.226 20.248 19.024 18.128  0.511 
 1   7.75 -0.41  1.57573  0.904 3.926  4.380 11.70  3.583 0.00 14.209 20.865 18.499 17.409 16.887 16.352  1.576 
 1   7.75 -0.07  5.84442  3.194 4.226  3.861  8.70  2.041 0.00  5.486 10.074  9.195  8.912  8.835  8.717  5.844 
 1   7.75  0.19  0.69511 -0.924 3.639  4.707  8.60  1.849 0.00 15.679 22.289 19.232 17.507 16.775 16.202  0.695 
 1   7.77 -0.13  1.27623  0.408 3.823  4.375 10.60  3.120 0.74 14.130 20.273 18.083 16.757 16.130 15.567  1.276 
 1   7.81 -0.01  1.89964  1.147 3.945  4.295  9.20  2.790 0.00 11.103 16.498 14.416 13.648 13.307 12.937  1.900 
 1   7.83 -0.03  0.18652 -2.197 3.532  4.980  8.20  1.647 0.00 18.464 26.609 23.090 21.101 19.742 18.815  0.187 
 1   7.87 -0.03  0.82146 -0.562 3.693  4.633 10.70  3.223 0.00 16.875 24.584 21.516 19.658 18.829 18.107  0.821 
 1   7.87  0.05  0.53993 -1.293 3.603  4.822  7.60  1.713 0.86 15.059 21.973 18.907 17.077 16.150 15.458  0.540 
 1   7.87  0.11  0.49328 -1.415 3.591  4.856  7.50  1.373 0.00 15.808 22.307 19.355 17.633 16.696 16.029  0.493 
 1   7.87  0.19  0.67808 -0.966 3.635  4.721  7.00  1.485 0.00 14.186 20.294 17.351 15.727 15.044 14.527  0.678 
 1   7.87  0.33  0.63737 -1.071 3.624  4.754  9.50  2.322 0.00 16.947 24.583 21.272 19.320 18.410 17.687  0.637 
 1   7.91 -0.23  0.57434 -1.146 3.627  4.796  9.40  2.574 0.00 17.035 24.805 21.541 19.530 18.636 17.908  0.574 
